ID;Jugador;T;DAP;ASI;RE;RF;G;GDDA;GFDA;GCPI;GCPD;GDP;CG;GBP;GPP
losada;Iker Losada;4;1;0;3;6;0;0;0;0.00;0.00;0;0.00;0;0
iker-munoz;Iker Muñoz;3;0;0;2;1;0;0;0;0.00;0.00;0;0.00;0;0
iker-alvarez;Iker Álvarez;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
ilaix;Moriba Kourouma Kourouma;12;4;1;9;10;0;0;0;0.00;0.00;0;0.00;0;0
ilias-akhomach;Ilias Akhomach;14;6;0;19;17;1;1;0;0.07;0.00;0;0.00;0;0
ilias-kostis;Ilias Kostis;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
irvin-cardona;Irvin Cardona;9;3;1;3;8;1;0;1;0.00;0.11;0;0.00;0;0
isaac-romero;Isaac Romero;31;15;2;17;26;3;2;1;0.06;0.00;0;0.03;0;0
isco;Francisco Román Alarcón Suárez;7;6;1;14;12;4;4;0;0.00;0.57;2;0.00;0;0
isi-2;Isi Palazón;25;10;3;19;25;3;2;1;0.12;0.00;0;0.00;0;0
ismael-bekhoucha;Ismael Bekhoucha;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
israel-dominguez;Israel Domínguez;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
israel-mora;Israel Mora;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
balliu;Iván Balliu;0;0;0;2;1;0;0;0;0.00;0.00;0;0.00;0;0
cuellar;Iván Cuéllar;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
ivan-gil;Iván Gil;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
ivan-jaime;Iván Jaime;0;0;0;3;3;0;0;0;0.00;0.00;0;0.00;0;0
ivan-martin;Iván Martín;1;1;1;16;9;1;1;0;0.00;1.00;0;0.00;0;0
i-sanchez;Iván Sánchez Aguayo;5;3;1;16;4;1;0;1;0.20;0.00;0;0.00;0;0
ivan-villar;Iván Villar;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
inaki-pena;Ignacio Peña Sotorres;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
inaki-ruperez;Iñaki Rupérez;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
williams;Iñaki Williams;38;18;8;31;38;5;5;0;0.05;0.08;0;0.00;0;0
inigo-arguibide;Iñigo Arguibide;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
i-martinez;Íñigo Martínez;5;2;2;1;0;0;0;0;0.00;0.00;0;0.00;0;0
jackson-porozo;Jackson Porozo;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
jacobo-ramon;Jacobo Ramón;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
jailson;Jailson Marques Siqueira;1;1;0;3;1;0;0;0;0.00;0.00;0;0.00;0;1
mata;Jaime Mata;7;3;0;3;2;0;0;0;0.00;0.00;0;0.00;0;0
james-1;James Rodríguez;2;2;0;5;2;0;0;0;0.00;0.00;0;0.00;0;0
oblak;Jan Oblak;0;0;0;1;0;0;0;0;0.00;0.00;0;0.00;0;0
jan-salas;Jan Salas;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
cillessen;Jasper Cillessen;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
jastin-garcia;Antonino Jastin García López;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
domenech;Jaume Domènech;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
javi-galan;Javi Galán;4;0;2;17;23;0;0;0;0.00;0.00;0;0.00;0;0
javier-guerra;Javi Guerra;15;4;2;21;24;1;1;0;0.00;0.07;0;0.00;0;0
javi-hdez;Javi Hernández;5;1;1;9;9;0;0;0;0.00;0.00;0;0.00;0;0
javi-llabres;Javi Llabrés;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
javi-lopez-4;Javi López;4;1;0;12;12;0;0;0;0.00;0.00;0;0.00;0;0
javi-martinez-2;Javi Martínez;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
javi-munoz;Javi Muñoz;14;4;2;14;10;0;0;0;0.00;0.00;0;0.00;0;0
puado;Javi Puado;36;12;1;14;23;8;7;1;0.06;0.11;2;0.06;0;0
javier-rodriguez-1;Javi Rodríguez;7;3;2;3;4;2;2;0;0.00;0.29;0;0.00;0;0
javier-serrano;Javi Serrano;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
javi-sanchez-1;Javi Sánchez de Felipe;5;3;0;1;0;1;0;1;0.00;0.20;0;0.00;1;0
manquillo;Javier Manquillo;0;0;0;0;1;0;0;0;0.00;0.00;0;0.00;0;0
javier-marton;Javier Martón;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
areso;Jesús Areso;3;0;1;15;20;0;0;0;0.00;0.00;0;0.00;0;0
j-navas;Jesús Navas;3;2;0;4;2;1;1;0;0.00;0.33;0;0.00;0;0
jesus-owono;Jesús Owono;0;0;0;1;0;0;0;0;0.00;0.00;0;0.00;0;0
jesus-rodriguez;Jesús Rodriguez;9;5;0;22;26;1;0;1;0.00;0.11;0;0.00;0;0
vallejo;Jesús Vallejo;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
j-vazquez-1;Jesús Vázquez;2;1;0;10;12;0;0;0;0.00;0.00;0;0.00;0;0
jhon-solis;Jhon Solís;1;1;0;5;6;1;1;0;0.00;1.00;0;0.00;0;0
jiri-letacek;Jirí Letácek;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
j-garcia;Joan García;1;1;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
jordan;Joan Jordán;10;6;2;3;1;4;3;1;0.00;0.40;2;0.00;0;0
joaquin-panichelli;Joaquín Panichelli;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
casals;Joel Roca;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
j-carreras;Jofre Carreras;20;10;3;24;37;2;0;2;0.00;0.10;0;0.00;0;0
j-mojica;Johan Mojica;8;2;2;24;30;1;1;0;0.13;0.00;0;0.00;0;0
j-patrick;John Patrick;1;0;0;2;3;0;0;0;0.00;0.00;0;0.00;0;0
joao-cardoso;Johnny Cardoso;10;2;1;16;9;0;0;0;0.00;0.00;0;0.00;0;0
jon-aramburu;Jon Aramburu;6;2;1;5;21;0;0;0;0.00;0.00;0;0.00;0;0
jon-balda;Jon Balda;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
guridi;Jon Guridi;14;9;0;5;7;2;2;0;0.07;0.07;1;0.00;0;0
jon-magunacelaya;Jon Magunazelaia;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
jon-martin;Jon Martín;4;1;1;0;0;0;0;0;0.00;0.00;0;0.00;0;0
moncayola;Jon Moncayola;14;7;0;3;7;0;0;0;0.00;0.00;0;0.00;0;0
jon-ander-olasagasti;Jon Olasagasti;4;1;1;1;4;1;1;0;0.25;0.00;0;0.00;0;0
pacheco-3;Jon Pacheco;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
jonathan-bamba;Jonathan Bamba;11;6;1;15;19;0;0;0;0.00;0.00;0;0.00;0;0
jones-el-abdellaoui;Jones El Abdellaoui;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
joni-montiel;Joni Montiel;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
jorge-benito;Jorge Benito;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
herrando;Jorge Herrando;4;1;0;1;0;0;0;0;0.00;0.00;0;0.00;0;0
jorge-saenz;Jorge Sáenz;2;1;0;0;1;1;1;0;0.00;0.50;0;0.00;0;0
de-frutos-1;Jorge de Frutos;31;13;3;26;35;4;4;0;0.00;0.13;0;0.00;0;0
aidoo-jr;Joseph Aidoo;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
jose-arnaiz;José Arnáiz;1;1;0;0;2;0;0;0;0.00;0.00;0;0.00;0;0
j-g-campana;José Campaña;2;1;2;6;4;0;0;0;0.00;0.00;0;0.00;0;0
gaya;José Gayà;4;0;1;4;9;0;0;0;0.00;0.00;0;0.00;0;0
gragera;José Gragera;1;0;0;1;2;0;0;0;0.00;0.00;0;0.00;0;0
j-m-gimenez;José Giménez;4;1;1;2;0;0;0;0;0.00;0.00;0;0.00;0;1
jose-angel-carmona;José Ángel Carmona;12;3;0;11;13;0;0;0;0.00;0.00;0;0.00;0;0
jose-angel-lopez;José Ángel López;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
joao-urbaez;João Urbáez;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
juan-bernat;Juan Bernat;1;1;1;4;6;0;0;0;0.00;0.00;0;0.00;0;0
j-berrocal;Juan Berrocal;2;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
juan-carlos-1;Juan Carlos Martín Corral;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
juan-cruz;Juan Cruz;21;10;1;29;25;4;2;2;0.19;0.00;0;0.00;0;0
juan-cruz-1;Juan Cruz Álvaro Armada;3;0;0;1;2;0;0;0;0.00;0.00;0;0.00;0;0
foyth;Juan Foyth;3;2;0;1;1;0;0;0;0.00;0.00;0;0.00;0;0
juan-herzog;Juan Herzog;4;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
iglesias;Juan Iglesias;10;2;1;10;13;0;0;0;0.00;0.00;0;0.00;0;0
juan-musso;Juan Musso;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
juan-soriano;Juan Soriano;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;1
juanlu-1;Juanlu Sánchez;10;5;3;2;12;4;4;0;0.10;0.30;0;0.00;0;0
juanmi;Juan Miguel Jiménez López;11;4;0;5;3;0;0;0;0.00;0.00;0;0.00;0;0
juan-latasa;Juanmi Latasa;11;1;0;4;2;0;0;0;0.00;0.00;0;0.00;0;0
juanpe-rl;Juan Pedro Ramírez López;1;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
juanpe-1;Juan Pedro Gil Bueno;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
jude-bellingham;Jude Bellingham;31;15;6;25;16;7;7;0;0.03;0.13;1;0.06;0;0
julen-agirrezabala;Julen Agirrezabala;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
julen-lartitegi;Julen Lartitegi;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
kounde;Jules Koundé;12;5;3;17;24;2;2;0;0.08;0.08;0;0.00;0;0
julian-alvarez;Julián Álvarez;39;23;2;22;17;9;9;0;0.08;0.13;1;0.03;0;0
julian-chicco;Julián Chicco;1;1;0;2;0;0;0;0;0.00;0.00;0;0.00;0;0
juma-bah;Abdulai Juma Bah;3;1;0;3;1;0;0;0;0.00;0.00;0;0.00;0;0
justin-smith;Justin Smith;0;0;0;1;2;0;0;0;0.00;0.00;0;0.00;0;0
karl-hein;Karl Hein;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
kelechi-iheanacho;Kelechi Iheanacho;4;2;0;2;2;0;0;0;0.00;0.00;0;0.00;0;0
kenedy;Robert Kenedy Nunes do Nascimento;1;0;0;0;1;0;0;0;0.00;0.00;0;0.00;0;0
kike-barja;Kike Barja;2;1;0;5;3;0;0;0;0.00;0.00;0;0.00;0;0
kike-g;Kike García;29;17;0;9;11;10;10;0;0.14;0.10;2;0.10;0;0
kike-1;Kike Pérez;14;5;0;8;12;2;2;0;0.07;0.07;0;0.00;0;0
kike-salas;Kike Salas;6;0;2;2;2;0;0;0;0.00;0.00;0;0.00;0;0
kiko-femenia;Kiko Femenía;2;0;1;16;4;0;0;0;0.00;0.00;0;0.00;0;0
kim-min-su;Min-Su Kim;0;0;0;0;2;0;0;0;0.00;0.00;0;0.00;0;0
kirian;Kirian Rodríguez;17;9;3;11;5;0;0;0;0.00;0.00;0;0.00;0;0
koke-5;Jorge Iglesias González;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
koke;Jorge Resurrección Merodio;6;4;1;8;9;1;1;0;0.00;0.17;0;0.00;0;1
kylian-mbappe-lottin;Kylian Mbappé;79;57;3;58;67;17;14;3;0.01;0.20;5;0.00;0;0
ladislav-krejci-ii;Ladislav Krejcí;8;4;0;2;3;2;1;1;0.25;0.00;0;0.00;0;0
gonzalo-aguilar;Lalo Aguilar;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
lamine-yamal;Lamine Yamal Nasraoui Ebana;53;24;11;89;75;5;3;2;0.08;0.02;0;0.00;0;0
leandro-antonetti;Leandro Antonetti;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
cabrera;Leandro Cabrera;7;3;1;1;0;2;2;0;0.14;0.00;0;0.14;0;0
leo-1;Leo Román;0;0;0;1;0;0;0;0;0.00;0.00;0;0.00;0;0
llorenc-serred;Llorenç Serred;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
logan-costa;Logan Evans Costa;9;4;0;0;1;2;2;0;0.00;0.00;0;0.22;0;0
lorenzo-aguado-herrera;Lorenzo Aguado Herrera;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
loic-bade;Loïc Badé;10;4;1;11;2;1;0;1;0.00;0.10;0;0.00;0;0
luca-lohr;Luca Löhr;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
luca-de-la-torre;Luca de la Torre;0;0;0;0;1;0;0;0;0.00;0.00;0;0.00;0;0
lucas-alcazar-moreno;Lucas Alcázar;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
lucas-garcia;Lucas García Madrigal;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
l-ocampos;Lucas Ocampos;3;2;1;2;5;0;0;0;0.00;0.00;0;0.00;0;0
lucas-rosa;Lucas Oliveira Rosa;5;3;1;14;13;0;0;0;0.00;0.00;0;0.00;0;0
torro;Lucas Torró;11;5;0;5;2;3;3;0;0.00;0.18;0;0.09;0;0
lucas-v;Lucas Vázquez;7;3;3;14;10;1;1;0;0.14;0.00;0;0.00;0;0
lucien-agoume;Lucien Agoumé;2;0;0;11;3;0;0;0;0.00;0.00;0;0.00;0;0
l-milla;Luis Milla;16;4;2;15;10;1;1;0;0.00;0.06;1;0.00;0;0
l-perez;Luis Pérez;3;1;0;6;7;0;0;0;0.00;0.00;0;0.00;0;0
l-rioja;Luis Rioja;16;8;1;30;24;5;4;1;0.31;0.00;2;0.00;0;0
luiz-junior-1;Luiz Lúcio Reis Júnior;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
modric;Luka Modric;10;4;3;6;5;2;1;1;0.10;0.10;0;0.00;0;0
luka;Luka Romero;1;0;0;1;1;0;0;0;0.00;0.00;0;0.00;0;0
luka-sucic;Luka Sucic;22;9;1;22;18;1;0;1;0.05;0.00;0;0.00;0;0
luken-beitia;Luken Beitia;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
m-sylla;Mamadou Sylla;14;5;2;4;4;3;3;0;0.00;0.21;2;0.00;0;0
manu-bueno;Manu Bueno;4;1;0;1;0;1;0;1;0.25;0.00;0;0.00;0;0
manu-fuster;Manu Fuster;9;5;0;4;6;2;1;1;0.00;0.22;0;0.00;0;0
manu-gonzalez;Manuel González Pallarés;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
morlanes;Manu Morlanes;5;0;0;1;4;0;0;0;0.00;0.00;0;0.00;0;0
m-sanchez;Manu Sánchez;3;0;0;5;13;0;0;0;0.00;0.00;0;0.00;0;0
marash-kumbulla;Marash Kumbulla;6;3;0;2;2;2;2;0;0.00;0.17;0;0.17;0;0
bartra;Marc Bartra;10;4;0;4;5;2;2;0;0.00;0.00;0;0.20;0;0
marc-bernal;Marc Bernal;1;1;0;2;1;0;0;0;0.00;0.00;0;0.00;0;0
marc;Marc Cardona;1;0;0;0;3;0;0;0;0.00;0.00;0;0.00;0;0
marc-casado;Marc Casadó;7;0;3;4;4;0;0;0;0.00;0.00;0;0.00;0;0
marc-domenech;Marc Domenech;1;1;0;1;0;0;0;0;0.00;0.00;0;0.00;0;0
marc-roca;Marc Roca;8;4;2;4;1;2;1;1;0.25;0.00;0;0.00;0;0
marc-vidal;Marc Vidal;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
ter-stegen;Marc-André ter Stegen;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
marco-de-las-sias;Marco de Las Sias;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
marcos-alonso;Marcos Alonso;11;5;0;8;5;0;0;0;0.00;0.00;0;0.00;0;0
marcos-andre;Marcos André de Sousa Mendonça;13;2;1;17;12;1;1;0;0.00;0.08;0;0.00;0;0
m-llorente;Marcos Llorente;8;5;2;8;9;2;1;1;0.00;0.25;0;0.00;0;0
marcao;Marcos do Nascimento Teixeira;0;0;0;0;1;0;0;0;0.00;0.00;0;0.00;0;0
mario-maroto;Mario Maroto;0;0;1;1;0;0;0;0;0.00;0.00;0;0.00;0;0
mario-martin;Mario Martín;10;7;1;15;11;0;0;0;0.00;0.00;0;0.00;0;0
dmitrovic;Marko Dmitrovic;0;0;0;1;0;0;0;0;0.00;0.00;0;0.00;0;0
maroan-sannadi;Maroan Sannadi;5;4;0;2;4;1;1;0;0.00;0.20;0;0.00;0;0
martin-cuellar;Martin Cuellar;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
valjent;Martin Valjent;3;1;0;4;0;0;0;0;0.00;0.00;0;0.00;0;0
martin-conde;Martín Conde;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
martin-tejon;Martín Tejón;1;1;0;2;2;0;0;0;0.00;0.00;0;0.00;0;0
zubimendi;Martín Zubimendi;11;5;1;15;8;1;1;0;0.09;0.00;0;0.00;0;0
marvin-1;Marvin Park;2;0;0;1;3;0;0;0;0.00;0.00;0;0.00;0;0
mateo-flores;Mateo Flores;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
mateo-mejia;Mateo Mejía;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
mateu-morey;Mateu Morey;0;0;0;7;3;0;0;0;0.00;0.00;0;0.00;0;0
matija-nastasic;Matija Nastasic;2;1;0;1;0;1;1;0;0.00;0.00;0;0.50;0;0
matias-arbol;Matías Árbol;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
m-arambarri;Mauro Arambarri;25;11;0;12;7;6;5;1;0.04;0.16;3;0.04;1;0
max-aarons;Max Aarons;0;0;0;1;0;0;0;0;0.00;0.00;0;0.00;0;0
maximiliano-caufriez;Maximiliano Caufriez;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
miguel-3;Miguel Gutiérrez;19;8;4;19;20;1;1;0;0.05;0.00;0;0.00;0;0
miguel-2;Miguel de la Fuente;21;14;3;8;22;1;1;0;0.00;0.05;1;0.00;0;0
m-morro;Miguel Ángel Morro;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
mihailo-ristic;Mihailo Ristic;0;0;1;2;7;0;0;0;0.00;0.00;0;0.00;0;0
mika-marmol;Mika Mármol;4;0;1;5;4;0;0;0;0.00;0.00;0;0.00;0;0
mikel-jauregizar;Mikel Jauregizar;11;5;1;10;9;2;1;1;0.09;0.09;0;0.00;0;0
oyarzabal;Mikel Oyarzabal;21;9;2;4;4;4;4;0;0.14;0.00;2;0.05;0;0
vesga;Mikel Vesga;4;2;0;2;3;0;0;0;0.00;0.00;0;0.00;0;0
moi-gomez;Moi Gómez;0;0;0;10;10;0;0;0;0.00;0.00;0;0.00;0;1
diakhaby;Mouctar Diakhaby;4;2;0;0;0;1;1;0;0.00;0.25;0;0.00;0;0
moussa-diarra-1;Moussa Diarra;0;0;0;7;5;0;0;0;0.00;0.00;0;0.00;0;0
munir;Munir El Haddadi;8;4;0;3;11;2;1;1;0.13;0.00;0;0.13;0;0
nabil-aberdin;Nabil Aberdin;1;0;0;2;1;0;0;0;0.00;0.00;0;0.00;0;0
fekir;Nabil Fekir;5;1;1;0;4;0;0;0;0.00;0.00;0;0.00;0;0
nacho-vidal;Nacho Vidal;0;0;0;2;0;0;0;0;0.00;0.00;0;0.00;0;0
naci-unuvar;Naci Ünüvar;1;0;0;0;1;0;0;0;0.00;0.00;0;0.00;0;0
nahuel-molina;Nahuel Molina;6;1;3;11;13;0;0;0;0.00;0.00;0;0.00;0;0
nahuel-tenaglia;Nahuel Tenaglia;15;5;1;11;7;1;1;0;0.00;0.00;0;0.07;0;0
naim-garcia;Naim García;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
natan;Natan Bernardo de Souza;3;2;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
nayef-aguerd;Nayef Aguerd;12;4;0;5;1;0;0;0;0.00;0.00;0;0.00;0;0
gudelj;Nemanja Gudelj;11;3;1;3;1;0;0;0;0.00;0.00;0;0.00;0;0
nicolas-serrano;Nico Serrano;2;1;0;3;6;0;0;0;0.00;0.00;0;0.00;0;0
williams-jr;Nicholas Williams Arthuer;30;13;5;46;70;3;3;0;0.00;0.10;0;0.00;0;0
nicolas-pepe;Nicolas Pépé;20;12;2;13;14;1;1;0;0.00;0.05;0;0.00;0;0
noah-darvich;Noah Darvich;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
nobel-mendy;Nobel Mendy;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
oier-gastesi;Oier Gastesi;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
o-sancet-1;Oihan Sancet;33;17;1;19;18;13;11;2;0.03;0.27;2;0.09;0;0
oliver-mcburnie;Oliver McBurnie;14;5;4;10;10;0;0;0;0.00;0.00;0;0.00;0;0
omar-alderete;Omar Alderete;19;7;0;11;8;0;0;0;0.00;0.00;0;0.00;0;0
omar-1;Omar El Hilali;1;0;2;13;3;0;0;0;0.00;0.00;0;0.00;0;0
mascarell;Omar Mascarell;2;1;0;6;3;0;0;0;0.00;0.00;0;0.00;0;0
omar-sadik;Omar Sadik;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
oriol-romeu;Oriol Romeu;1;0;0;2;3;0;0;0;0.00;0.00;0;0.00;0;0
orri-oskarsson;Orri Óskarsson;13;6;0;0;3;3;3;0;0.08;0.15;0;0.00;0;0
pablo-barrios-rivas;Pablo Barrios;21;5;2;16;9;0;0;0;0.00;0.00;0;0.00;0;0
pablo-busto-1;Pablo Busto;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
pablo-duran;Pablo Durán;14;6;2;3;15;4;2;2;0.00;0.29;0;0.00;0;0
p-fornals;Pablo Fornals;10;3;0;5;13;1;1;0;0.00;0.10;0;0.00;0;0
pablo-garcia-5;Pablo García;0;0;0;1;1;0;0;0;0.00;0.00;0;0.00;0;0
pablo-ibanez;Pablo Ibáñez;12;3;1;7;6;0;0;0;0.00;0.00;0;0.00;0;0
maffeo;Pablo Maffeo;4;1;1;24;17;0;0;0;0.00;0.00;0;0.00;0;0
pablo-marin;Pablo Marín;1;1;1;8;2;0;0;0;0.00;0.00;0;0.00;0;0
pablo-rivera;Pablo Rivera;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
pablo-torre;Pablo Torre;4;4;1;2;3;3;1;2;0.25;0.50;0;0.00;1;0
pablo-valencia;Pablo Valencia;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
papa-dame-ba;Papa Dame Ba;0;0;0;1;1;0;0;0;0.00;0.00;0;0.00;0;0
pape-alassane-gueye;Pape Gueye;30;11;0;8;12;2;0;2;0.07;0.00;0;0.00;0;0
pathe-ciss;Pathé Ciss;10;3;1;11;6;2;2;0;0.00;0.10;0;0.10;0;0
pau-cabanes-de-la-torre;Pau Cabanes;3;2;0;6;10;1;1;0;0.00;0.33;0;0.00;0;0
pau-cubarsi;Pau Cubarsí;5;0;3;5;0;0;0;0;0.00;0.00;0;0.00;0;0
pau-lopez;Pau López;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
pau-navarro;Pau Navarro;1;0;0;3;2;0;0;0;0.00;0.00;0;0.00;0;0
pau-victor;Pau Víctor;7;4;1;7;4;2;1;1;0.14;0.14;0;0.00;0;0
paulo-gazzaniga;Paulo Gazzaniga;0;0;0;3;1;0;0;0;0.00;0.00;0;0.00;0;0
pedri;Pedro González López;13;9;3;27;12;4;3;1;0.15;0.15;0;0.00;0;0
pedro-aleman;Pedro Alemañ;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
pedro-diaz;Pedro Díaz;7;1;0;5;3;0;0;0;0.00;0.00;0;0.00;0;0
pedro-ortiz;Pedro Ortiz;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
peio-canales;Peio Canales;1;0;0;2;1;0;0;0;0.00;0.00;0;0.00;0;0
pejino;Francisco Jesús Crespo García;1;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
pelayo-fernandez;Pelayo Fernández;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
chavarria-1;Pep Chavarría;4;1;1;5;10;0;0;0;0.00;0.00;0;0.00;0;0
pepelu;José Luis García Vayá;10;5;2;5;2;1;1;0;0.00;0.10;1;0.00;0;0
peque-1;Gerard Fernández Castellano;3;2;1;6;8;0;0;0;0.00;0.00;0;0.00;0;0
pere-joan;Pere García;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
pere-milla;Pere Milla;4;2;0;1;3;0;0;0;0.00;0.00;0;0.00;0;0
peter;Peter Federico González Carmona;4;1;0;2;8;0;0;0;0.00;0.00;0;0.00;0;0
pol-lozano;Pol Lozano;3;2;0;4;10;0;0;0;0.00;0.00;0;0.00;0;0
pol-tristan;Pol Tristán;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
portu;Cristian Portugués Manzanera;0;0;1;1;1;0;0;0;0.00;0.00;0;0.00;0;0
rafa-mir;Rafa Mir;8;3;1;1;6;0;0;0;0.00;0.00;0;0.00;0;0
rafael-bauza;Rafael Bauza;1;0;0;1;1;0;0;0;0.00;0.00;0;0.00;0;0
rafa-romero;Rafael Romero;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
r-terrats;Ramon Terrats;0;0;0;6;9;0;0;0;0.00;0.00;0;0.00;0;0
ramon-martinez;Ramón Martínez;0;0;0;1;0;0;0;0;0.00;0.00;0;0.00;0;0
nteka;Randy Nteka;12;7;0;4;6;3;3;0;0.25;0.00;0;0.00;0;0
raphinha;Raphael Dias Belloli;59;34;7;40;33;13;11;2;0.17;0.05;1;0.00;0;0
rayane-belaid;Rayane Belaid;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
r-albiol;Raúl Albiol;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;1
raul;Raúl Asencio;1;0;1;4;0;0;0;0;0.00;0.00;0;0.00;0;0
raul-chasco;Raúl Chasco;0;0;0;0;2;0;0;0;0.00;0.00;0;0.00;0;0
raul-4;Raúl García;14;9;0;10;5;2;1;1;0.00;0.07;0;0.07;0;0
raul-jimenez-1;Raúl Jiménez;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
raul-martinez-1;Raúl Martínez;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
raul-moro;Raúl Moro;15;8;2;38;39;3;2;1;0.00;0.13;0;0.07;0;0
r-d-t;Raúl de Tomás;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
