ID;Jugador;T;DAP;ASI;RE;RF;G;GDDA;GFDA;GCPI;GCPD;GDP;CG;GBP;GPP
jon-magunacelaya;Jon Magunazelaia;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
jon-martin;Jon Martín;1;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
moncayola;Jon Moncayola;4;0;0;3;0;0;0;0;0.00;0.00;0;0.00;0;0
jon-ander-olasagasti;Jon Olasagasti;1;0;0;1;1;0;0;0;0.00;0.00;0;0.00;0;0
pacheco-3;Jon Pacheco;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
jonathan-bamba;Jonathan Bamba;2;1;0;5;5;0;0;0;0.00;0.00;0;0.00;0;0
herrando;Jorge Herrando;1;1;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
jorge-saenz;Jorge Sáenz;1;1;0;0;0;1;1;0;0.00;1.00;0;0.00;0;0
de-frutos-1;Jorge de Frutos;9;6;1;9;12;3;3;0;0.00;0.33;0;0.00;0;0
aidoo-jr;Joseph Aidoo;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
jose-arnaiz;José Arnáiz;0;0;0;0;1;0;0;0;0.00;0.00;0;0.00;0;0
j-g-campana;José Ángel Gómez Campaña;1;1;0;3;1;0;0;0;0.00;0.00;0;0.00;0;0
j-m-gimenez;José Giménez;2;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
gragera;José Gragera;1;0;0;1;2;0;0;0;0.00;0.00;0;0.00;0;0
jose-angel-carmona;José Ángel Carmona;7;2;0;4;4;0;0;0;0.00;0.00;0;0.00;0;0
joao-urbaez;João Urbáez;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
juan-bernat;Juan Bernat;0;0;0;0;3;0;0;0;0.00;0.00;0;0.00;0;0
j-berrocal;Juan Berrocal;1;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
juan-carlos-1;Juan Carlos Martín Corral;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
juan-cruz;Juan Cruz;10;6;0;12;9;3;2;1;0.30;0.00;0;0.00;0;0
juan-cruz-1;Juan Cruz Álvaro Armada;1;0;0;0;1;0;0;0;0.00;0.00;0;0.00;0;0
juan-herzog;Juan Herzog;2;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
iglesias;Juan Iglesias;4;0;0;5;4;0;0;0;0.00;0.00;0;0.00;0;0
juan-musso;Juan Musso;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
sergi-dominguez;Sergi Domínguez;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
sergi-guardiola;Sergi Guardiola;1;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
s-gomez;Sergi Gómez;1;1;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
camello;Sergio Camello;9;5;0;2;4;2;2;0;0.22;0.00;0;0.00;0;0
s-carreira;Sergio Carreira;0;0;0;2;3;0;0;0;0.00;0.00;0;0.00;0;0
sergio-g;Sergio González;3;1;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
sergio-gomez;Sergio Gómez;4;3;3;5;5;0;0;0;0.00;0.00;0;0.00;0;0
s-herrera;Sergio Herrera;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
sergio-mestre;Sergio Mestre;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
seydouba-cisse;Seydouba Cissé;2;0;0;9;4;0;0;0;0.00;0.00;0;0.00;0;0
sheraldo-becker;Sheraldo Becker;10;6;0;3;1;0;0;0;0.00;0.00;0;0.00;0;0
siebe-van-der-heyden;Siebe Van der Heyden;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
stanis-idumbo-muzambo;Stanis Idumbo Muzambo;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
stanko-juric;Stanko Juric;0;0;0;4;0;0;0;0;0.00;0.00;0;0.00;0;0
stipe-biuk;Stipe Biuk;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
stoichkov;Juan Diego Molina Martínez;6;2;1;5;8;0;0;0;0.00;0.00;0;0.00;0;0
dimitrievski;Stole Dimitrievski;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
suso;Jesús Joaquín Fernández Sáenz de la Torre;2;1;0;5;5;0;0;0;0.00;0.00;0;0.00;0;0
sebastien-haller;Sébastien Haller;3;1;0;1;1;0;0;0;0.00;0.00;0;0.00;0;0
tadeo-allende;Tadeo Allende;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
take;Takefusa Kubo;7;3;0;17;22;2;2;0;0.29;0.00;0;0.00;0;0
takuma-asano;Takuma Asano;8;3;0;3;5;0;0;0;0.00;0.00;0;0.00;0;0
nianzou-kouassi;Tanguy Nianzou;2;0;0;3;0;0;0;0;0.00;0.00;0;0.00;0;1
tasos-douvikas;Tasos Douvikas;8;5;0;4;4;1;1;0;0.00;0.13;0;0.00;0;0
courtois;Thibaut Courtois;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;1
thierno-barry-1;Thierno Barry;18;5;1;1;6;2;2;0;0.00;0.00;0;0.11;0;0
thierry-r;Thierry Rendall Correia;5;2;0;7;10;0;0;0;0.00;0.00;0;0.00;0;0
lemar;Thomas Lemar;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
tomas-conechny;Tomás Conechny;10;6;0;0;3;1;1;0;0.00;0.00;0;0.10;0;0
toni-fernandez;Toni Fernández;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
lato;Antonio Latorre Grueso;0;0;0;0;3;0;0;0;0.00;0.00;0;0.00;0;0
t-martinez;Toni Martínez;10;4;0;0;1;2;1;1;0.10;0.10;0;0.00;0;0
toni-villa;Laureano Antonio Villa Suárez;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
sadiq;Umar Sadiq;1;0;0;5;3;0;0;0;0.00;0.00;0;0.00;0;0
unai-egiluz;Unai Egiluz;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
unai-garcia;Unai García;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
unai-gomez;Unai Gómez;3;0;1;6;5;0;0;0;0.00;0.00;0;0.00;0;0
unai-lopez;Unai López;5;5;0;3;0;2;1;1;0.00;0.40;0;0.00;0;0
marrero;Unai Marrero;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
nunez-2;Unai Núñez;1;0;0;1;0;0;0;0;0.00;0.00;0;0.00;0;0
gonzalez-de-zarate;Urko González;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
valentin-rosier;Valentin Rosier;2;0;1;7;4;0;0;0;0.00;0.00;0;0.00;0;0
valentin-barco;Valentín Barco;5;0;0;2;9;0;0;0;0.00;0.00;0;0.00;0;0
valentin-pezzolesi;Valentín Pezzolesi;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
valery;Valery Fernández;3;3;0;0;4;2;2;0;0.33;0.33;0;0.00;0;0
vedat-muriqi;Vedat Muriqi;12;6;1;2;5;1;1;0;0.00;0.00;0;0.08;0;0
guaita;Vicente Guaita;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
viktor-tsygankov;Viktor Tsyhankov;6;3;1;4;3;1;1;0;0.17;0.00;0;0.00;0;0
vini-jr;Vinícius José Paixão de Oliveira Júnior;15;6;4;20;31;4;3;1;0.07;0.20;2;0.00;0;0
viti;Viti Rozada;0;0;1;1;0;0;0;0;0.00;0.00;0;0.00;0;0
vitor-roque;Vitor Hugo Roque Ferreira;11;9;0;1;4;1;1;0;0.00;0.09;0;0.00;0;0
v-meseguer;Víctor Meseguer;2;0;0;1;2;0;0;0;0.00;0.00;0;0.00;0;0
victor-puig;Víctor Puig;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
walid-cheddira;Walid Cheddira;2;1;1;1;7;0;0;0;0.00;0.00;0;0.00;0;0
warren-madrigal;Warren Madrigal;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
william-2;William Silva de Carvalho;2;1;0;3;1;0;0;0;0.00;0.00;0;0.00;0;0
williot-swedberg;Williot Swedberg;10;5;2;2;6;1;0;1;0.00;0.10;0;0.00;0;0
willy-kambwala;Willy Kambwala;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
herrera-1;Yangel Herrera;8;3;1;6;2;1;1;0;0.00;0.00;0;0.13;0;0
yarek-gasiorowski;Yarek Gasiorowski;1;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
jesus-santiago;Jesús Santiago Pérez;0;0;0;0;3;0;0;0;0.00;0.00;0;0.00;0;0
yeray-2;Yeray Álvarez;1;0;0;2;2;0;0;0;0.00;0.00;0;0.00;0;0
yeremy;Yeremy Pino;2;0;1;3;2;0;0;0;0.00;0.00;0;0.00;0;0
youssouf-sabaly;Youssouf Sabaly;2;0;0;3;3;0;0;0;0.00;0.00;0;0.00;0;0
yuri-b;Yuri Berchiche;3;1;0;3;1;0;0;0;0.00;0.00;0;0.00;0;0
yvan-neyou;Yvan Neyou;3;0;1;6;4;0;0;0;0.00;0.00;0;0.00;0;0
yaser-asprilla;Yáser Asprilla;4;1;0;6;9;1;0;1;0.25;0.00;0;0.00;0;0
alex-b;Álex Baena;11;5;5;4;8;1;1;0;0.00;0.09;0;0.00;0;0
alejandro-gil;Álex Gil;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
alex-munoz;Álex Muñoz;3;2;0;1;2;1;1;0;0.00;0.00;0;0.33;0;0
alex-padilla;Alejandro Padilla;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;1
a-remiro;Álex Remiro;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
a-sola;Álex Sola;6;2;1;12;21;0;0;0;0.00;0.00;0;0.00;0;0
alex-suarez;Álex Suárez;1;1;0;0;0;0;0;0;0.00;0.00;0;0.00;0;1
alex-valle;Álex Valle;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
alvaro-aceves;Álvaro Aceves;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
aguado-1;Álvaro Aguado;4;0;0;2;1;0;0;0;0.00;0.00;0;0.00;0;0
alvaro-djalo;Álvaro Djaló Dias Fernandes;3;2;0;4;5;1;1;0;0.00;0.00;0;0.33;0;0
alvaro-fernandez;Álvaro Fernández;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
alvaro-1;Álvaro García;8;2;0;3;1;1;1;0;0.00;0.13;0;0.00;0;0
alvaro-killane;Álvaro Killane;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
odriozola;Álvaro Odriozola;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
alvaro-rodriguez-3;Álvaro Rodríguez;1;1;0;1;0;0;0;0;0.00;0.00;0;0.00;0;0
a-tejero;Álvaro Tejero;4;1;2;1;4;0;0;0;0.00;0.00;0;0.00;0;0
correa;Ángel Correa;4;3;0;8;3;2;2;0;0.00;0.50;0;0.00;0;0
angel-f;Ángel Fortuño;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
aron-yaakobishvili;Áron Yaakobishvili;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
e-militao;Éder Gabriel Militão;6;3;1;4;2;1;1;0;0.00;0.17;0;0.00;0;0
i-lekue;Íñigo Lekue;0;0;0;1;2;0;0;0;0.00;0.00;0;0.00;0;0
r-de-galarreta;Íñigo Ruíz de Galarreta;1;0;0;2;0;0;0;0;0.00;0.00;0;0.00;0;0
de-marcos;Óscar De Marcos;1;0;1;1;4;0;0;0;0.00;0.00;0;0.00;0;0
mingueza;Óscar Mingueza;6;3;4;5;6;2;1;1;0.00;0.33;0;0.00;1;0
oscar-4;Óscar Rodríguez;6;2;1;4;3;0;0;0;0.00;0.00;0;0.00;0;0
oscar-trejo;Óscar Trejo;2;0;0;4;4;0;0;0;0.00;0.00;0;0.00;0;0
oscar-5;Óscar Valentín;0;0;0;2;1;0;0;0;0.00;0.00;0;0.00;0;0
orjan-nyland;Ørjan Nyland;0;0;0;0;0;0;0;0;0.00;0.00;0;0.00;0;0
