ID;Jugador;CL;ENT;DUE;D;DA;PC;PCC;PLC;PH;GPT;GPTFA;GPTDA;GCPI;GCPD;CG;GABP
abdessamad-ezzalzouli;Abde Ezzalzouli;1;13;110;90;20;238;181;3;0;0.05;0.00;0.05;0.00;0.05;0.00;0.00
abderrahman-rebbach;Abde Rebbach;7;0;27;21;6;49;31;2;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
abqar;Abdel Abqar;0;8;51;36;15;209;118;22;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
abdoulaye-keita;Abdoulaye Keita;0;0;4;2;2;6;1;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
abdul-mumin;Abdul Mumin;0;8;58;29;29;401;295;23;0;0.50;0.00;0.50;0.50;0.00;0.00;0.00
abdon;Abdón Prats;0;1;35;13;22;26;17;1;0;0.20;0.00;0.20;0.20;0.00;0.00;0.00
abel-bretones;Abel Bretones;0;19;66;54;12;195;125;12;0;0.67;0.33;0.33;0.67;0.00;0.00;0.00
abel-ruiz;Abel Ruiz;0;2;55;38;17;138;121;5;0;0.20;0.00;0.20;0.00;0.20;0.00;0.00
aboubacar-bassinga;Aboubacar Bassinga;0;0;2;2;0;4;1;1;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
adama-boiro;Adama Boiro;0;7;26;19;7;57;44;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
januzaj;Adnan Januzaj;12;2;24;19;5;86;65;4;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
embarba;Adri Embarba;21;12;69;57;12;160;106;9;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
adria-altimira;Adrià Alti;0;7;38;29;9;79;64;4;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pedrosa-1;Adrià Pedrosa;2;9;52;38;14;224;172;8;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
adrian-2;Adrián San Miguel del Castillo;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
adrian-pica;Adrián Hernández Hernández;0;2;15;6;9;55;37;5;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
a-rodriguez-1;Adrián Rodríguez;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
malcom-adu-ares;Malcom Abdulai Ares Djaló;0;0;4;4;0;8;5;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
aihen;Aihen Muñoz;0;1;15;7;8;60;50;2;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
aimar-1;Aimar Oroz;1;13;74;61;13;235;190;11;1;0.14;0.00;0.14;0.14;0.00;0.00;0.00
aitor-fdez;Aitor Fernández;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
aitor-fraga;Aitor Fraga;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
paredes-2;Aitor Paredes;0;3;23;13;10;184;136;12;0;1.00;0.00;1.00;1.00;0.00;0.00;0.00
aitor-r;Aitor Ruibal;0;3;34;29;5;114;91;5;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
albert-mboyo-sambi-lokonga;Albert Sambi Lokonga;0;3;14;10;4;109;93;6;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
alberto-collado;Alberto Collado;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
alberto-flores;Alberto Flores;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
alberto-mari;Alberto Marí;0;0;1;1;0;4;2;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
a-moleiro;Alberto Moleiro;0;7;86;81;5;283;239;4;5;0.18;0.00;0.18;0.12;0.00;0.06;0.00
alberto-risco;Alberto Risco;0;4;26;22;4;29;22;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
alex-balde;Alejandro Balde;0;5;66;57;9;256;226;5;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
catena;Alejandro Catena;0;10;53;27;26;287;195;29;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
a-frances;Alejandro Francés;0;12;44;40;4;294;239;17;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
alejandro-iturbe;Alejandro Iturbe;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
alejo-veliz;Alejo Véliz;0;1;81;34;47;92;63;2;0;0.09;0.00;0.09;0.00;0.09;0.00;0.00
sedlar;Aleksandar Sedlar;0;15;39;29;10;146;106;10;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
berenguer;Alex Berenguer;18;6;62;46;16;139;99;7;2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
alex-kral;Alex Král;0;22;70;59;11;233;174;10;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
alexander-sorloth;Alexander Sørloth;0;1;65;23;42;92;60;0;0;0.08;0.00;0.08;0.00;0.00;0.08;0.00
alfonso-1;Alfon González;0;1;29;28;1;41;31;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
a-espino;Alfonso Espino;0;16;61;52;9;84;49;5;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ali-fadal;Ali Fadal;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
alvaro-abajas;Alvin Abajas;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
amath;Amath Ndiaye;0;1;26;22;4;62;44;4;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ander-astralaga;Ander Astralaga;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
barrenetxea;Ander Barrenetxea;0;5;39;31;8;106;68;5;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
guevara;Ander Guevara;0;9;46;38;8;218;161;11;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ander;Ander Herrera;0;6;24;22;2;145;128;3;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
gorosabel;Andoni Gorosabel;0;2;19;12;7;76;63;3;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
andreas-christensen;Andreas Christensen;0;0;2;1;1;16;14;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
andrei;Andrei Ratiu;0;12;56;47;9;239;193;7;1;0.11;0.11;0.00;0.00;0.11;0.00;0.00
lunin;Andrii Lunin;0;0;2;1;1;32;25;3;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
andre-almeida-1;Domingos André Ribeiro Almeida;3;11;40;33;7;185;154;7;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
andre-ferreira;André Filipe Magalhães Ribeiro Ferreira;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
andres-cuenca;Andrés Cuenca;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ansu-fati;Ansu Fati;0;0;3;2;1;13;10;0;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
budimir;Ante Budimir;0;6;103;40;63;98;61;0;0;0.29;0.00;0.29;0.21;0.00;0.07;0.00
griezmann;Antoine Griezmann;18;5;46;35;11;328;235;17;3;0.33;0.17;0.17;0.33;0.00;0.00;0.17
antonio-blanco;Antonio Blanco;0;11;60;50;10;208;151;13;3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
antonio-espigares;Antonio Espigares;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
antonio-gomis;Antonio Gomis;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
a-raillo;Antonio Raíllo;0;9;87;29;58;437;349;29;0;0.11;0.00;0.11;0.00;0.00;0.00;0.00
antonio-rudiger;Antonio Rüdiger;0;6;41;19;22;575;498;36;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
sivera;Antonio Sivera;0;0;1;1;0;244;51;86;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
sanchez;Antonio Sánchez;0;12;35;30;5;151;97;8;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
antoniu-roca;Antoniu Roca;0;3;9;9;0;7;4;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
a-tuhami;Anuar Tuhami;0;0;1;0;1;8;7;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
egoitz-arana;Egoitz Arana Aizpurua;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
arda-guler;Arda Güler;3;8;38;33;5;136;115;5;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
aridane-1;Aridane Hernández;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
arambarri-1;Aritz Arambarri;0;1;15;1;14;67;48;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
aritz;Aritz Elustondo;0;4;19;13;6;181;147;9;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
arnau-1;Arnau Martínez;0;9;27;20;7;321;288;9;2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
arnau-rafus;Arnau Rafús;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
arnau-sola;Arnau Solà;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
arnaut-danjuma;Arnaut Danjuma;5;7;38;35;3;109;85;6;0;0.29;0.00;0.29;0.14;0.14;0.00;0.00
arthur-vermeeren;Arthur Vermeeren;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
villalibre;Asier Villalibre;0;0;18;11;7;28;18;2;0;0.25;0.00;0.25;0.25;0.00;0.00;0.00
assane-diao;Assane Diao;0;3;23;17;6;26;21;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
augusto-batalla;Augusto Batalla;0;0;6;5;1;141;60;30;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
aurelien-tchouameni;Aurélien Tchouaméni;0;15;64;42;22;561;498;21;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
axel-witsel;Axel Witsel;0;2;21;6;15;195;171;8;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ayoze-perez;Ayoze Pérez;0;4;52;45;7;89;72;1;2;0.43;0.07;0.36;0.07;0.29;0.07;0.00
b-ramirez;Benito Ramírez;0;2;26;19;7;122;103;2;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
bertug-yildirim;Bertug Yildirim;0;4;83;38;45;61;32;2;0;0.25;0.00;0.25;0.00;0.00;0.25;0.00
benat-prados;Beñat Prados;0;8;50;38;12;214;172;1;2;0.50;0.00;0.50;0.00;0.00;0.50;0.00
benat-turrientes;Beñat Turrientes;7;10;55;43;12;188;164;7;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
bojan-miovski;Bojan Miovski;0;2;11;9;2;22;20;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
b-iglesias;Borja Iglesias;0;3;42;34;8;99;75;2;1;0.44;0.00;0.44;0.11;0.22;0.11;0.00
b-mayoral;Borja Mayoral;0;1;23;10;13;32;18;2;0;0.33;0.00;0.33;0.00;0.33;0.00;0.00
brahim;Brahim Díaz;0;2;22;21;1;70;60;1;2;1.00;0.00;1.00;1.00;0.00;0.00;0.00
brais-mendez;Brais Méndez;1;4;57;50;7;158;126;4;0;0.13;0.00;0.13;0.00;0.13;0.00;0.00
b-olivan;Brian Oliván;4;3;11;8;3;67;50;2;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
bryan;Bryan Gil;2;14;81;79;2;203;183;2;0;0.08;0.00;0.08;0.08;0.00;0.00;0.00
bryan-zaragoza;Bryan Zaragoza;3;9;76;72;4;104;59;8;1;0.11;0.00;0.11;0.00;0.11;0.00;0.00
carl-starfelt;Carl Starfelt;0;4;39;13;26;441;408;12;0;0.50;0.00;0.50;0.00;0.00;0.50;0.00
alena;Carles Aleñá;1;6;44;28;16;75;58;5;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
c-perez;Carles Pérez;3;14;95;81;14;99;63;3;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
carlos-benavidez;Carlos Benavídez;0;5;28;20;8;92;63;8;1;0.50;0.50;0.00;0.50;0.00;0.00;0.00
c-dominguez;Carlos Domínguez;0;7;28;15;13;297;249;12;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
carlos-guirao;Carlos Guirao;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
carlos-martin;Carlos Martín;0;5;27;22;5;36;19;1;0;1.00;0.00;1.00;0.00;0.00;0.00;0.00
carlos-romero;Carlos Romero;9;19;67;59;8;236;171;3;0;0.17;0.00;0.17;0.17;0.00;0.00;0.00
carlos-vicente;Carlos Vicente;22;10;75;62;13;153;108;4;1;0.25;0.00;0.25;0.13;0.13;0.00;0.00
catala;José Luis Català Vázquez;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
cenk-ozkacar;Cenk Özkacar;0;2;5;5;0;63;58;3;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
chema-andres;José María Andres Baixauli;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
chidera-ejuke;Chidera Ejuke;17;5;81;76;5;232;184;9;1;0.11;0.00;0.11;0.00;0.11;0.00;0.00
chimy-avila;Chimy Ávila;0;3;28;23;5;76;55;4;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
chiquinho-1;Francisco Jorge Tavares Oliveira;4;1;23;19;4;11;8;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
christantus-uche;Christantus Uche;0;8;149;100;49;156;106;3;0;0.11;0.00;0.11;0.00;0.00;0.11;0.00
ivan-cantalejo;Iván Cantalejo;0;1;8;7;1;7;5;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lenglet;Clément Lenglet;0;0;7;6;1;38;29;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
coba-da-costa;Coba da Costa;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
conor-gallagher;Conor Gallagher;0;18;70;56;14;219;181;3;0;0.50;0.25;0.25;0.00;0.50;0.00;0.00
copete;José Manuel Arias Copete;0;7;27;15;12;159;129;10;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
cristhian-mosquera;Cristhian Mosquera;0;6;45;21;24;484;409;24;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
stuani;Cristhian Stuani;0;0;6;2;4;10;5;0;0;0.43;0.00;0.43;0.00;0.43;0.00;0.00
cyle-larin;Cyle Larin;0;2;75;37;38;86;60;2;0;0.33;0.00;0.33;0.00;0.33;0.00;0.00
bakambu;Cédric Bakambu;0;0;13;4;9;20;12;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
cesar-azpilicueta;César Azpilicueta;0;8;31;20;11;276;233;11;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
cesar-gonzalez;César Fernández;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
cesar-tarrega;César Tárrega;0;8;44;19;25;327;247;15;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
c-de-la-hoz;César de la Hoz;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
daley-blind;Daley Blind;0;15;41;33;8;667;571;42;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
daley-sinkgraven;Daley Sinkgraven;0;5;14;13;1;57;44;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
damian-rodriguez;Damián Rodríguez;17;7;33;30;3;390;334;19;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
carvajal;Dani Carvajal;0;12;47;35;12;402;342;12;0;0.50;0.00;0.50;0.00;0.50;0.00;0.00
d-ceballos;Dani Ceballos;1;4;13;13;0;61;54;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
cardenas;Dani Cárdenas;0;0;1;0;1;89;23;21;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
dani-gomez-1;Dani Gómez;0;2;28;16;12;43;32;0;0;0.20;0.20;0.00;0.00;0.20;0.00;0.00
dani-olmo;Dani Olmo;0;3;28;26;2;83;68;3;3;0.38;0.00;0.38;0.13;0.25;0.00;0.00
parejo;Dani Parejo;3;9;39;32;7;366;306;25;0;0.33;0.00;0.33;0.33;0.00;0.00;0.00
dani-raba;Dani Raba;0;6;24;22;2;35;22;3;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
dani-rodriguez;Dani Rodríguez;20;14;60;44;16;165;119;10;4;0.33;0.00;0.33;0.00;0.17;0.17;0.00
vivian;Dani Vivian;0;11;55;29;26;382;311;19;1;0.33;0.00;0.33;0.00;0.33;0.00;0.00
daniel-luna;Daniel Luna;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
daniel-requena;Daniel Requena;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
darko;Darko Brasanac;0;8;54;30;24;167;117;7;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
d-machis;Darwin Machís;9;0;16;15;1;75;46;4;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
david-2;David Argüelles;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
david-jimenez-1;David Jiménez;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
david-lopez;David López;0;4;35;19;16;598;520;28;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
david-otorbi;David Otorbi;0;0;0;0;0;4;2;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
david-soria;David Soria;0;1;3;1;2;171;26;48;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
david-torres-1;David Torres;0;2;22;7;15;157;122;8;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
denis-suarez;Denis Suárez;0;1;6;6;0;21;15;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
diego-conde;Diego Conde;0;2;4;4;0;200;112;43;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
diego-ferrer;Diego Ferrer;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
diego-garcia-2;Diego García;0;0;22;6;16;21;11;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
diego-kochen;Diego Kochen;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
llorente-r;Diego Llorente;0;12;69;39;30;548;448;19;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
diego-lopez-noguerol;Diego López;0;5;59;46;13;187;138;5;0;0.25;0.00;0.25;0.00;0.00;0.25;0.00
rico;Diego Rico;5;28;82;65;17;240;129;15;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
foulquier;Dimitri Foulquier;0;13;47;43;4;162;113;10;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
dimitrios-stamatakis;Dimitrios Stamatakis;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
dinko-horkas;Dinko Horkas;0;0;1;1;0;73;53;11;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
djene;Djené Dakonam;0;4;55;32;23;202;133;13;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
djibril-sow;Djibril Sow;2;5;32;27;5;177;153;8;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
djordjije-medenica;Djordjije Medenica;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
dodi-lukebakio;Dodi Lukébakio;14;5;76;70;6;182;140;2;1;0.16;0.00;0.16;0.11;0.05;0.00;0.00
domingos-d;Domingos de Sousa Coutinho Meneses Duarte;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
dominik-greif;Dominik Greif;0;0;1;0;1;152;67;31;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
donny-van-de-beek;Donny van de Beek;0;3;13;12;1;85;66;4;2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
dario-essugo;Dário Cassia Luís Essugo;0;8;35;27;8;243;210;10;2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
eduardo-camavinga;Eduardo Camavinga;0;4;10;9;1;68;59;2;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
endrick;Endrick Felipe Moreira de Sousa;0;0;10;7;3;18;13;1;0;0.14;0.00;0.14;0.00;0.14;0.00;0.00
eneko-ortiz;Eneko Ortiz;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
franquesa;Enric Franquesa;0;12;39;32;7;90;66;2;0;0.33;0.00;0.33;0.33;0.00;0.00;0.00
enzo-barrenechea;Enzo Barrenechea;0;5;25;19;6;115;88;6;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
boyomo;Enzo Boyomo;0;20;63;41;22;411;343;14;0;0.33;0.00;0.33;0.00;0.33;0.00;0.00
loiodice;Enzo Loiodice;5;2;25;20;5;173;139;4;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
eray-ervin-cumart;Eray Cömert;0;8;42;27;15;250;193;22;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
eric-bailly;Eric Bailly;0;9;28;19;9;251;212;12;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
eric-garcia;Eric García;0;10;47;25;22;289;253;10;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
etienne-etoo-pineda;Etienne Eto'o Pineda;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
etta-eyong;Etta Eyong;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
fabio;Fabio González;0;0;3;2;1;50;39;3;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
valverde-1;Federico Valverde;0;16;50;38;12;602;521;34;1;0.20;0.20;0.00;0.00;0.20;0.00;0.10
f-mendy;Ferland Mendy;0;14;35;32;3;348;316;14;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
fermin-lopez;Fermín López;0;2;12;11;1;24;22;2;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
calero;Fernando Calero;0;4;14;9;5;101;71;14;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pacheco-2;Fernando Pacheco;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ferran;Ferran Torres;4;3;21;18;3;96;74;2;0;0.17;0.00;0.17;0.00;0.17;0.00;0.00
lejeune;Florian Lejeune;0;12;66;32;34;413;293;44;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
fran-beltran;Fran Beltrán;0;11;43;35;8;308;269;13;2;0.33;0.33;0.00;0.00;0.33;0.00;0.00
fran-garcia-1;Fran García;0;5;20;17;3;164;149;5;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
francisco-gonzalez;Francisco Javier González Pérez;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
francisco-martinez-1;Fran Pérez;0;1;5;3;2;5;2;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
f-vieites;Francisco Barbosa Vieites;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
franco-cervi;Franco Cervi;0;0;3;2;1;5;4;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
f-de-jong;Frenkie de Jong;0;0;0;0;0;3;1;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
fabio-silva;Fábio Daniel Soares Silva;0;5;51;44;7;89;63;3;0;0.09;0.00;0.09;0.00;0.09;0.00;0.00
gabriel-misehouy;Gabriel Misehouy;2;0;2;2;0;24;23;0;0;0.33;0.00;0.33;0.00;0.33;0.00;0.00
gumbau;Gerard Gumbau;5;8;31;19;12;76;51;4;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
gerard-2;Gerard Martín;0;5;22;17;5;167;139;4;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
gerard;Gerard Moreno;0;2;10;8;2;47;35;3;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
german-valera;Germán Valera;0;0;2;2;0;9;8;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
giorgi-mamardashvili;Giorgi Mamardashvili;0;0;4;1;3;237;116;38;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lo-celso;Giovani Lo Celso;25;10;76;71;5;264;209;18;5;0.31;0.13;0.19;0.31;0.00;0.00;0.00
giuliano-simeone;Giuliano Simeone;0;2;11;11;0;21;13;0;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
gonzalo-montiel;Gonzalo Montiel;0;0;0;0;0;1;1;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
guruzeta;Gorka Guruzeta;0;3;75;40;35;121;87;4;0;0.20;0.00;0.20;0.00;0.10;0.10;0.00
gorka-rivera;Gorka Rivera;0;2;6;5;1;6;2;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
guille-fernandez;Guille Fernández;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
guillem-trilla;Guillem Trilla;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
hamari-traore;Hamari Traoré;0;11;35;24;11;154;118;9;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
horatiu-moldovan;Horatiu Moldovan;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
hugo-duro;Hugo Duro;0;4;74;37;37;92;67;1;0;0.22;0.00;0.22;0.11;0.00;0.11;0.00
hugo-g;Hugo Guillamón;0;6;25;18;7;149;112;6;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
hugo-novoa;Hugo Novoa;0;8;27;19;8;46;34;3;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
hugo-sotelo;Hugo Sotelo;7;5;16;14;2;226;191;13;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
hugo-alvarez-1;Hugo Álvarez;4;14;82;78;4;364;293;5;0;0.33;0.00;0.33;0.33;0.00;0.00;0.00
hector-bellerin;Héctor Bellerín;0;11;33;25;8;212;166;10;2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
hector-fort;Héctor Fort;0;3;8;7;1;94;87;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
iago-aspas;Iago Aspas;2;6;56;52;4;254;171;23;8;0.27;0.07;0.20;0.27;0.00;0.00;0.00
zubeldia;Igor Zubeldia;0;5;65;19;46;429;362;13;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
iker-almena;Iker Almena;0;0;5;5;0;26;21;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
iker-benito;Iker Benito;0;0;5;4;1;11;9;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
iker-cordoba;Iker Córdoba;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
losada;Iker Losada;0;5;14;11;3;49;34;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
iker-munoz;Iker Muñoz;0;0;4;1;3;28;18;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
