ID;Jugador;TA;TR;SA;FDJ;FR;FC;PR;PCOM;FPM;FPT
oliver-mcburnie;Oliver McBurnie;0;0;0;2;9;9;0;0;0;0.00
omar-alderete;Omar Alderete;1;0;0;2;2;6;0;0;0;6.00
omar-1;Omar El Hilali;3;0;0;0;6;12;0;1;1;4.00
mascarell;Omar Mascarell;2;0;0;0;3;6;0;0;0;3.00
omar-sadik;Omar Sadik;0;0;0;0;0;0;0;0;0;0.00
oriol-romeu;Oriol Romeu;1;0;0;0;4;10;0;0;0;10.00
orri-oskarsson;Orri Óskarsson;0;0;0;3;0;0;0;0;0;0.00
pablo-barrios-rivas;Pablo Barrios;1;0;0;0;4;5;0;0;0;5.00
pablo-duran;Pablo Durán;0;0;0;1;3;3;0;0;0;0.00
p-fornals;Pablo Fornals;1;0;0;1;4;6;0;0;0;6.00
pablo-ibanez;Pablo Ibáñez;1;0;0;0;4;5;0;0;0;5.00
maffeo;Pablo Maffeo;1;0;0;0;5;4;0;0;0;4.00
pablo-marin;Pablo Marín;0;0;0;0;0;2;0;0;0;0.00
pablo-rivera;Pablo Rivera;0;0;0;0;0;0;0;0;0;0.00
pablo-torre;Pablo Torre;0;0;0;0;4;3;0;0;0;0.00
pape-alassane-gueye;Pape Gueye;1;1;1;0;10;10;0;0;1;10.00
pathe-ciss;Pathé Ciss;2;0;0;0;6;6;0;0;0;3.00
pau-cabanes-de-la-torre;Pau Cabanes De La Torre;0;0;0;0;0;1;0;0;0;0.00
pau-cubarsi;Pau Cubarsí;2;0;0;0;3;8;0;1;0;4.00
pau-lopez;Pau López;0;0;0;0;0;0;0;0;0;0.00
pau-navarro;Pau Navarro;0;0;0;0;0;0;0;0;0;0.00
pau-victor;Pau Víctor;2;0;0;0;1;4;0;0;0;2.00
paulo-gazzaniga;Paulo Gazzaniga;2;0;0;0;0;1;0;0;1;0.50
pedri;Pedro González López;1;0;0;0;12;1;0;0;0;1.00
pedro-diaz;Pedro Díaz;1;0;0;0;0;1;0;0;0;1.00
pedro-ortiz;Pedro Ortiz;0;0;0;0;0;0;0;0;0;0.00
peio-canales;Peio Canales;0;0;0;0;1;0;0;0;0;0.00
pejino;Francisco Jesús Crespo;0;0;0;0;0;1;0;0;0;0.00
pelayo-fernandez;Pelayo Fernández;0;0;0;0;0;0;0;0;0;0.00
chavarria-1;Pep Chavarría;0;0;0;0;4;1;0;0;0;0.00
pepelu;José Luis García Vayá;4;0;0;1;7;12;0;0;0;3.00
peque-1;Gerard Fernández Castellano;1;0;0;1;12;9;0;0;1;9.00
pere-milla;Pere Milla;1;0;0;1;5;2;0;0;0;2.00
peter;Peter Federico González Carmona;0;0;0;1;2;3;0;0;0;0.00
pol-lozano;Pol Lozano;3;0;0;0;2;10;0;0;0;3.33
portu;Cristian Portugués Manzanera;1;0;0;3;4;2;0;0;0;2.00
rafa-mir;Rafa Mir;1;0;0;2;2;2;0;0;0;2.00
rafael-bauza;Rafael Bauza;0;0;0;0;0;0;0;0;0;0.00
r-terrats;Ramon Terrats;1;0;0;0;0;2;0;0;0;2.00
nteka;Randy Nteka;1;0;0;6;3;6;0;0;0;6.00
raphinha;Raphael Dias Belloli;1;0;0;1;8;1;1;0;0;1.00
r-albiol;Raúl Albiol;1;0;0;0;1;2;0;0;0;2.00
raul-chasco;Raúl Chasco;0;0;0;0;0;2;0;0;0;0.00
raul-4;Raúl García;0;0;0;5;2;7;0;0;1;0.00
raul-jimenez-1;Raúl Jiménez;0;0;0;0;0;0;0;0;0;0.00
raul-martinez-1;Raúl Martínez;0;0;0;0;0;0;0;0;0;0.00
raul-moro;Raúl Moro;0;0;0;1;3;2;0;0;0;0.00
r-d-t;Raúl de Tomás;0;0;0;0;0;0;0;0;0;0.00
reinildo;Reinildo Isnard Mandava;1;0;0;1;6;6;0;0;0;6.00
tapia-1;Renato Tapia;2;0;0;0;6;6;0;0;0;3.00
ricardo-rodriguez-1;Ricardo Rodríguez;0;0;0;0;1;3;0;0;0;0.00
robert-lewandowski;Robert Lewandowski;1;0;0;4;12;4;0;0;0;4.00
navarro-2;Robert Navarro;1;0;0;0;8;5;0;0;0;5.00
lopez-alcaide;Roberto López;0;0;0;0;3;0;0;0;0;0.00
le-normand;Robin Le Normand;2;0;0;1;7;14;0;0;0;7.00
rodri-3;Rodrigo Sánchez Rodríguez;0;0;0;1;2;2;0;0;0;0.00
rodrigo-abajas;Rodrigo Abajas;0;0;0;0;0;0;0;0;0;0.00
de-paul;Rodrigo De Paul;1;0;0;0;8;3;0;0;1;3.00
riquelme;Rodrigo Riquelme;0;0;0;4;2;2;0;0;0;0.00
rodrygo;Rodrygo Silva de Goes;0;0;0;0;10;3;0;0;1;0.00
romain-perraud;Romain Perraud;3;0;0;3;10;9;0;0;0;3.00
ruben-garcia;Rubén García;1;0;0;3;7;9;0;0;0;9.00
r-pena;Rubén Peña;1;0;0;0;2;3;0;0;0;3.00
rui-silva;Rui Tiago Dantas da Silva;1;0;0;0;2;1;0;1;0;1.00
sanchez-1;Salvi Sánchez;0;0;0;0;0;0;0;0;0;0.00
samuel-lino;Samuel Dias Lino;1;0;0;1;4;5;0;0;1;5.00
samu-3;Samuel de Almeida Costa;3;0;0;1;19;20;0;0;1;6.67
sandro;Sandro Ramírez;1;0;0;1;8;4;0;0;0;4.00
santi-c-v;Santi Comesaña;2;0;0;1;7;10;0;0;1;5.00
santiago-mourino;Santiago Mouriño;1;0;0;1;2;2;0;0;0;2.00
saul-1;Saúl Ñíguez;1;1;0;0;3;6;0;0;1;6.00
scott-mckenna;Scott McKenna;0;0;0;0;0;0;0;0;0;0.00
sebastian-john-wade-gardiner;Sebas Wade;0;0;0;0;0;0;0;0;0;0.00
selim-amallah;Selim Amallah;1;0;0;0;9;8;0;0;0;8.00
sergi-altimira;Sergi Altimira;2;0;0;0;7;6;0;0;0;3.00
sergi-canos;Sergi Canós;1;0;0;0;3;3;0;0;0;3.00
sergi-cardona;Sergi Cardona;2;0;0;1;6;8;0;0;1;4.00
s-darder;Sergi Darder;0;0;0;1;6;3;0;0;1;0.00
sergi-dominguez;Sergi Domínguez;1;0;0;0;0;2;0;1;0;2.00
sergi-guardiola;Sergi Guardiola;0;0;0;0;3;1;0;0;0;0.00
s-gomez;Sergi Gómez;0;0;0;0;1;2;0;0;0;0.00
camello;Sergio Camello;1;0;0;1;6;6;0;0;0;6.00
s-carreira;Sergio Carreira;0;0;0;0;1;2;0;0;0;0.00
sergio-g;Sergio González;1;0;0;2;6;9;0;0;0;9.00
sergio-gomez;Sergio Gómez;0;0;0;1;5;6;0;1;1;0.00
s-herrera;Sergio Herrera;1;0;0;0;0;0;0;0;0;0.00
sergio-mestre;Sergio Mestre;0;0;0;0;0;0;0;0;0;0.00
seydouba-cisse;Seydouba Cissé;0;0;0;0;7;7;0;0;0;0.00
sheraldo-becker;Sheraldo Becker;0;0;0;6;8;2;0;0;0;0.00
siebe-van-der-heyden;Siebe Van der Heyden;0;0;0;0;0;0;0;0;0;0.00
stanis-idumbo-muzambo;Stanis Idumbo Muzambo;0;0;0;0;1;0;0;0;0;0.00
stanko-juric;Stanko Juric;4;0;0;0;2;12;0;0;0;3.00
stipe-biuk;Stipe Biuk;0;0;0;0;0;0;0;0;0;0.00
stoichkov;Juan Diego Molina Martínez;1;0;0;5;10;7;0;0;0;7.00
dimitrievski;Stole Dimitrievski;0;0;0;0;0;0;0;0;0;0.00
suso;Jesús Joaquín Fernández Sáenz de la Torre;0;0;0;1;3;0;0;0;0;0.00
sebastien-haller;Sébastien Haller;0;0;0;7;2;3;0;0;0;0.00
tadeo-allende;Tadeo Allende;0;0;0;0;0;0;0;0;0;0.00
take;Takefusa Kubo;1;0;0;2;20;7;0;0;1;7.00
takuma-asano;Takuma Asano;0;0;0;1;4;1;0;0;0;0.00
nianzou-kouassi;Tanguy Nianzou;1;1;1;0;4;8;0;0;0;8.00
tasos-douvikas;Tasos Douvikas;1;0;0;3;17;6;0;0;1;6.00
courtois;Thibaut Courtois;0;0;0;0;0;0;0;0;0;0.00
thierno-barry-1;Thierno Barry;1;0;0;9;11;13;1;0;0;13.00
thierry-r;Thierry Rendall Correia;0;0;0;0;12;12;0;0;0;0.00
lemar;Thomas Lemar;0;0;0;0;0;0;0;0;0;0.00
tomas-conechny;Tomás Conechny;2;0;0;3;5;10;0;0;1;5.00
toni-fernandez;Toni Fernández;0;0;0;0;0;0;0;0;0;0.00
lato;Antonio Latorre Grueso;0;1;0;0;0;4;0;0;0;0.00
t-martinez;Toni Martínez;0;0;0;1;4;7;0;1;1;0.00
toni-villa;Laureano Antonio Villa Suárez;0;0;0;0;0;0;0;0;0;0.00
sadiq;Umar Sadiq;1;0;0;2;1;6;0;0;0;6.00
unai-egiluz;Unai Egiluz;0;0;0;0;0;0;0;0;0;0.00
unai-garcia;Unai García;0;0;0;0;0;0;0;0;0;0.00
unai-gomez;Unai Gómez;1;0;0;0;10;4;0;0;1;4.00
unai-lopez;Unai López;4;0;0;1;7;7;0;0;0;1.75
marrero;Unai Marrero;0;0;0;0;0;0;0;0;0;0.00
nunez-2;Unai Núñez;0;0;0;0;2;1;0;0;0;0.00
gonzalez-de-zarate;Urko González;1;0;0;0;0;1;0;0;0;1.00
valentin-rosier;Valentin Rosier;4;0;0;3;11;16;0;0;1;4.00
valentin-barco;Valentín Barco;0;0;0;0;5;6;0;0;1;0.00
valentin-pezzolesi;Valentín Pezzolesi;0;0;0;0;0;0;0;0;0;0.00
valery;Valery Fernández;1;0;0;0;0;2;0;0;0;2.00
vedat-muriqi;Vedat Muriqi;0;0;0;2;6;5;0;0;1;0.00
guaita;Vicente Guaita;0;0;0;0;3;0;0;0;0;0.00
viktor-tsygankov;Viktor Tsyhankov;1;0;0;1;6;5;0;0;0;5.00
vini-jr;Vinícius José Paixão de Oliveira Júnior;3;0;0;0;21;13;2;0;1;4.33
viti;Viti Rozada;1;0;0;0;5;10;0;0;2;10.00
vitor-roque;Vitor Hugo Roque Ferreira;0;0;0;0;7;7;0;0;0;0.00
v-meseguer;Víctor Meseguer;0;0;0;0;2;3;0;0;0;0.00
victor-puig;Víctor Puig;0;0;0;0;0;0;0;0;0;0.00
walid-cheddira;Walid Cheddira;1;0;0;1;11;9;1;0;3;9.00
warren-madrigal;Warren Madrigal;0;0;0;0;0;0;0;0;0;0.00
william-2;William Silva de Carvalho;0;0;0;0;0;4;0;0;0;0.00
williot-swedberg;Williot Swedberg;1;0;0;2;12;4;0;0;1;4.00
willy-kambwala;Willy Kambwala;0;0;0;0;0;0;0;0;0;0.00
herrera-1;Yangel Herrera;2;0;0;0;16;18;0;0;0;9.00
yarek-gasiorowski;Yarek Gasiorowski;0;0;0;0;0;0;0;0;0;0.00
jesus-santiago;Jesús Santiago Pérez;1;0;0;0;3;6;0;0;0;6.00
yeray-2;Yeray Álvarez;2;0;0;0;3;5;0;0;0;2.50
yeremy;Yeremy Pino;2;0;0;3;5;5;0;0;0;2.50
youssouf-sabaly;Youssouf Sabaly;0;0;0;1;1;6;0;0;0;0.00
yuri-b;Yuri Berchiche;0;0;0;1;5;4;0;0;0;0.00
yvan-neyou;Yvan Neyou;3;0;0;0;12;5;0;0;0;1.67
yaser-asprilla;Yáser Asprilla;1;0;0;0;8;7;0;0;0;7.00
alex-b;Álex Baena;2;0;0;4;10;8;0;0;1;4.00
alejandro-gil;Álex Gil;0;0;0;0;0;0;0;0;0;0.00
alex-munoz;Álex Muñoz;0;0;0;1;4;10;0;1;0;0.00
alex-padilla;Alejandro Padilla;0;0;0;0;1;0;0;0;0;0.00
a-remiro;Álex Remiro;0;0;0;0;1;0;0;0;0;0.00
a-sola;Álex Sola;3;0;0;5;12;13;0;0;1;4.33
alex-suarez;Álex Suárez;2;0;0;0;4;7;0;1;2;3.50
alex-valle;Álex Valle;0;0;0;0;0;0;0;0;0;0.00
alvaro-aceves;Álvaro Aceves;0;0;0;0;0;0;0;0;0;0.00
aguado-1;Álvaro Aguado;1;0;0;0;5;2;0;0;0;2.00
alvaro-djalo;Álvaro Djaló Dias Fernandes;0;0;0;1;3;8;0;0;0;0.00
alvaro-fernandez;Álvaro Fernández;0;0;0;0;0;0;0;0;0;0.00
alvaro-1;Álvaro García;1;0;0;2;2;3;0;0;0;3.00
alvaro-killane;Álvaro Killane;0;0;0;0;0;0;0;0;0;0.00
odriozola;Álvaro Odriozola;0;0;0;0;1;1;0;0;0;0.00
alvaro-rodriguez-3;Álvaro Rodríguez;1;0;0;1;2;2;0;0;0;2.00
a-tejero;Álvaro Tejero;0;0;0;1;5;3;0;0;0;0.00
correa;Ángel Correa;0;0;0;1;4;4;0;0;0;0.00
angel-f;Ángel Fortuño;0;0;0;0;0;0;0;0;0;0.00
aron-yaakobishvili;Áron Yaakobishvili;0;0;0;0;0;0;0;0;0;0.00
e-militao;Éder Gabriel Militão;1;0;0;0;4;13;0;0;0;13.00
i-lekue;Íñigo Lekue;1;0;0;0;1;3;0;0;0;3.00
r-de-galarreta;Íñigo Ruíz de Galarreta;1;0;0;0;3;4;0;0;0;4.00
de-marcos;Óscar De Marcos;0;0;0;0;0;6;0;0;0;0.00
mingueza;Óscar Mingueza;2;0;0;0;3;4;0;0;0;2.00
oscar-4;Óscar Rodríguez;2;0;0;0;9;6;1;0;1;3.00
oscar-trejo;Óscar Trejo;0;0;0;0;3;5;0;0;0;0.00
oscar-5;Óscar Valentín;0;0;0;0;13;20;0;0;1;0.00
orjan-nyland;Ørjan Nyland;1;0;0;0;0;0;0;0;0;0.00
