ID;Jugador;TA;TR;SA;FDJ;FR;FC;PR;PCOM;FPM;FPT
oier-gastesi;Oier Gastesi;0;0;0;0;0;0;0;0;0;0.00
o-sancet-1;Oihan Sancet;1;0;0;1;3;2;0;0;1;2.00
oliver-mcburnie;Oliver McBurnie;0;0;0;0;5;6;0;0;0;0.00
omar-alderete;Omar Alderete;0;0;0;1;1;1;0;0;0;0.00
omar-1;Omar El Hilali;1;0;0;0;1;4;0;0;1;4.00
mascarell;Omar Mascarell;1;0;0;0;2;2;0;0;0;2.00
omar-sadik;Omar Sadik;0;0;0;0;0;0;0;0;0;0.00
oriol-romeu;Oriol Romeu;1;0;0;0;4;7;0;0;0;7.00
orri-oskarsson;Orri Óskarsson;0;0;0;0;0;0;0;0;0;0.00
pablo-barrios-rivas;Pablo Barrios;1;0;0;0;1;4;0;0;0;4.00
pablo-duran;Pablo Durán;0;0;0;0;1;0;0;0;0;0.00
p-fornals;Pablo Fornals;0;0;0;1;0;2;0;0;0;0.00
pablo-ibanez;Pablo Ibáñez;0;0;0;0;1;1;0;0;0;0.00
maffeo;Pablo Maffeo;1;0;0;0;1;2;0;0;0;2.00
pablo-marin;Pablo Marín;0;0;0;0;0;2;0;0;0;0.00
pablo-rivera;Pablo Rivera;0;0;0;0;0;0;0;0;0;0.00
pablo-torre;Pablo Torre;0;0;0;0;0;0;0;0;0;0.00
pape-alassane-gueye;Pape Gueye;1;1;1;0;6;7;0;0;1;7.00
pathe-ciss;Pathé Ciss;2;0;0;0;2;5;0;0;0;2.50
pau-cabanes-de-la-torre;Pau Cabanes De La Torre;0;0;0;0;0;0;0;0;0;0.00
pau-cubarsi;Pau Cubarsí;2;0;0;0;1;5;0;1;0;2.50
pau-lopez;Pau López;0;0;0;0;0;0;0;0;0;0.00
pau-navarro;Pau Navarro;0;0;0;0;0;0;0;0;0;0.00
pau-victor;Pau Víctor;0;0;0;0;1;1;0;0;0;0.00
paulo-gazzaniga;Paulo Gazzaniga;1;0;0;0;0;1;0;0;1;1.00
pedri;Pedro González López;0;0;0;0;5;1;0;0;0;0.00
pedro-diaz;Pedro Díaz;0;0;0;0;0;0;0;0;0;0.00
pelayo-fernandez;Pelayo Fernández;0;0;0;0;0;0;0;0;0;0.00
chavarria-1;Pep Chavarría;0;0;0;0;2;0;0;0;0;0.00
pepelu;José Luis García Vayá;2;0;0;0;4;5;0;0;0;2.50
peque-1;Gerard Fernández Castellano;0;0;0;1;0;1;0;0;0;0.00
pere-milla;Pere Milla;0;0;0;0;4;0;0;0;0;0.00
peter;Peter Federico González Carmona;0;0;0;0;2;1;0;0;0;0.00
pol-lozano;Pol Lozano;0;0;0;0;0;1;0;0;0;0.00
portu;Cristian Portugués Manzanera;0;0;0;2;4;1;0;0;0;0.00
rafa-mir;Rafa Mir;1;0;0;2;2;2;0;0;0;2.00
rafael-bauza;Rafael Bauza;0;0;0;0;0;0;0;0;0;0.00
r-terrats;Ramon Terrats;0;0;0;0;0;0;0;0;0;0.00
nteka;Randy Nteka;1;0;0;6;2;4;0;0;0;4.00
raphinha;Raphael Dias Belloli;0;0;0;0;5;1;1;0;0;0.00
r-albiol;Raúl Albiol;1;0;0;0;1;2;0;0;0;2.00
raul-chasco;Raúl Chasco;0;0;0;0;0;0;0;0;0;0.00
raul-4;Raúl García;0;0;0;3;1;2;0;0;0;0.00
raul-jimenez-1;Raúl Jiménez;0;0;0;0;0;0;0;0;0;0.00
raul-moro;Raúl Moro;0;0;0;1;1;2;0;0;0;0.00
r-d-t;Raúl de Tomás;0;0;0;0;0;0;0;0;0;0.00
reinildo;Reinildo Isnard Mandava;0;0;0;1;2;1;0;0;0;0.00
tapia-1;Renato Tapia;0;0;0;0;1;4;0;0;0;0.00
ricardo-rodriguez-1;Ricardo Rodríguez;0;0;0;0;1;2;0;0;0;0.00
robert-lewandowski;Robert Lewandowski;1;0;0;1;7;3;0;0;0;3.00
navarro-2;Robert Navarro;1;0;0;0;0;3;0;0;0;3.00
lopez-alcaide;Roberto López;0;0;0;0;0;0;0;0;0;0.00
le-normand;Robin Le Normand;1;0;0;1;4;6;0;0;0;6.00
rodri-3;Rodrigo Sánchez Rodríguez;0;0;0;1;2;2;0;0;0;0.00
rodrigo-abajas;Rodrigo Abajas;0;0;0;0;0;0;0;0;0;0.00
de-paul;Rodrigo De Paul;1;0;0;0;4;2;0;0;1;2.00
riquelme;Rodrigo Riquelme;0;0;0;4;1;1;0;0;0;0.00
rodrygo;Rodrygo Silva de Goes;0;0;0;0;6;3;0;0;1;0.00
romain-perraud;Romain Perraud;2;0;0;1;4;4;0;0;0;2.00
ruben-garcia;Rubén García;1;0;0;1;5;7;0;0;0;7.00
r-pena;Rubén Peña;0;0;0;0;1;0;0;0;0;0.00
rui-silva;Rui Tiago Dantas da Silva;0;0;0;0;2;1;0;1;0;0.00
sanchez-1;Salvi Sánchez;0;0;0;0;0;0;0;0;0;0.00
samuel-lino;Samuel Dias Lino;1;0;0;1;4;4;0;0;1;4.00
samu-3;Samuel de Almeida Costa;0;0;0;1;10;11;0;0;0;0.00
sandro;Sandro Ramírez;0;0;0;0;6;1;0;0;0;0.00
santi-c-v;Santi Comesaña;1;0;0;1;3;2;0;0;0;2.00
santiago-mourino;Santiago Mouriño;0;0;0;0;0;0;0;0;0;0.00
saul-1;Saúl Ñíguez;0;1;0;0;2;4;0;0;1;0.00
scott-mckenna;Scott McKenna;0;0;0;0;0;0;0;0;0;0.00
selim-amallah;Selim Amallah;0;0;0;0;6;3;0;0;0;0.00
sergi-altimira;Sergi Altimira;0;0;0;0;0;0;0;0;0;0.00
sergi-canos;Sergi Canós;0;0;0;0;0;1;0;0;0;0.00
sergi-cardona;Sergi Cardona;0;0;0;1;3;3;0;0;1;0.00
s-darder;Sergi Darder;0;0;0;0;2;2;0;0;0;0.00
sergi-dominguez;Sergi Domínguez;0;0;0;0;0;0;0;0;0;0.00
s-gomez;Sergi Gómez;0;0;0;0;0;0;0;0;0;0.00
camello;Sergio Camello;0;0;0;1;2;4;0;0;0;0.00
s-carreira;Sergio Carreira;0;0;0;0;0;2;0;0;0;0.00
sergio-g;Sergio González;1;0;0;2;1;5;0;0;0;5.00
sergio-gomez;Sergio Gómez;0;0;0;1;2;3;0;0;0;0.00
s-herrera;Sergio Herrera;1;0;0;0;0;0;0;0;0;0.00
seydouba-cisse;Seydouba Cissé;0;0;0;0;1;1;0;0;0;0.00
sheraldo-becker;Sheraldo Becker;0;0;0;2;6;1;0;0;0;0.00
siebe-van-der-heyden;Siebe Van der Heyden;0;0;0;0;0;0;0;0;0;0.00
stanis-idumbo-muzambo;Stanis Idumbo Muzambo;0;0;0;0;1;0;0;0;0;0.00
stanko-juric;Stanko Juric;1;0;0;0;0;7;0;0;0;7.00
stipe-biuk;Stipe Biuk;0;0;0;0;0;0;0;0;0;0.00
stoichkov;Juan Diego Molina Martínez;1;0;0;1;1;3;0;0;0;3.00
dimitrievski;Stole Dimitrievski;0;0;0;0;0;0;0;0;0;0.00
take;Takefusa Kubo;1;0;0;0;11;2;0;0;0;2.00
takuma-asano;Takuma Asano;0;0;0;0;3;1;0;0;0;0.00
nianzou-kouassi;Tanguy Nianzou;0;0;0;0;1;2;0;0;0;0.00
tasos-douvikas;Tasos Douvikas;0;0;0;3;11;2;0;0;0;0.00
courtois;Thibaut Courtois;0;0;0;0;0;0;0;0;0;0.00
thierno-barry-1;Thierno Barry;0;0;0;1;5;4;1;0;0;0.00
thierry-r;Thierry Rendall Correia;0;0;0;0;6;5;0;0;0;0.00
tomas-conechny;Tomás Conechny;2;0;0;1;3;6;0;0;1;3.00
lato;Antonio Latorre Grueso;0;0;0;0;0;2;0;0;0;0.00
t-martinez;Toni Martínez;0;0;0;0;0;1;0;0;0;0.00
toni-villa;Laureano Antonio Villa Suárez;0;0;0;0;0;0;0;0;0;0.00
sadiq;Umar Sadiq;0;0;0;2;1;4;0;0;0;0.00
unai-egiluz;Unai Egiluz;0;0;0;0;0;0;0;0;0;0.00
unai-garcia;Unai García;0;0;0;0;0;0;0;0;0;0.00
unai-gomez;Unai Gómez;1;0;0;0;5;2;0;0;0;2.00
unai-lopez;Unai López;1;0;0;1;2;2;0;0;0;2.00
marrero;Unai Marrero;0;0;0;0;0;0;0;0;0;0.00
nunez-2;Unai Núñez;0;0;0;0;0;0;0;0;0;0.00
gonzalez-de-zarate;Urko González;1;0;0;0;0;1;0;0;0;1.00
valentin-rosier;Valentin Rosier;1;0;0;0;6;7;0;0;0;7.00
valentin-barco;Valentín Barco;0;0;0;0;3;0;0;0;0;0.00
valentin-pezzolesi;Valentín Pezzolesi;0;0;0;0;0;0;0;0;0;0.00
vedat-muriqi;Vedat Muriqi;0;0;0;0;5;3;0;0;0;0.00
guaita;Vicente Guaita;0;0;0;0;0;0;0;0;0;0.00
viktor-tsygankov;Viktor Tsyhankov;0;0;0;0;1;3;0;0;0;0.00
vini-jr;Vinícius José Paixão de Oliveira Júnior;1;0;0;0;12;6;1;0;1;6.00
viti;Viti Rozada;1;0;0;0;2;3;0;0;0;3.00
vitor-roque;Vitor Hugo Roque Ferreira;0;0;0;0;0;2;0;0;0;0.00
v-meseguer;Víctor Meseguer;0;0;0;0;1;2;0;0;0;0.00
victor-puig;Víctor Puig;0;0;0;0;0;0;0;0;0;0.00
walid-cheddira;Walid Cheddira;0;0;0;0;2;2;0;0;0;0.00
william-2;William Silva de Carvalho;0;0;0;0;0;4;0;0;0;0.00
williot-swedberg;Williot Swedberg;1;0;0;1;6;3;0;0;1;3.00
willy-kambwala;Willy Kambwala;0;0;0;0;0;0;0;0;0;0.00
herrera-1;Yangel Herrera;0;0;0;0;6;10;0;0;0;0.00
yarek-gasiorowski;Yarek Gasiorowski;0;0;0;0;0;0;0;0;0;0.00
jesus-santiago;Jesús Santiago Pérez;0;0;0;0;1;2;0;0;0;0.00
yeray-2;Yeray Álvarez;2;0;0;0;3;5;0;0;0;2.50
yeremy;Yeremy Pino;2;0;0;1;2;4;0;0;0;2.00
youssouf-sabaly;Youssouf Sabaly;0;0;0;0;0;6;0;0;0;0.00
yuri-b;Yuri Berchiche;0;0;0;1;3;4;0;0;0;0.00
yvan-neyou;Yvan Neyou;2;0;0;0;9;4;0;0;0;2.00
yaser-asprilla;Yáser Asprilla;1;0;0;0;1;3;0;0;0;3.00
alex-b;Álex Baena;1;0;0;1;7;2;0;0;0;2.00
alejandro-gil;Álex Gil;0;0;0;0;0;0;0;0;0;0.00
alex-munoz;Álex Muñoz;0;0;0;0;3;5;0;1;0;0.00
alex-padilla;Alejandro Padilla Pérez;0;0;0;0;1;0;0;0;0;0.00
a-remiro;Álex Remiro;0;0;0;0;1;0;0;0;0;0.00
a-sola;Álex Sola;0;0;0;1;4;4;0;0;0;0.00
alex-suarez;Álex Suárez;0;0;0;0;2;5;0;1;1;0.00
alex-valle;Álex Valle;0;0;0;0;0;0;0;0;0;0.00
aguado-1;Álvaro Aguado;1;0;0;0;1;1;0;0;0;1.00
alvaro-djalo;Álvaro Djaló Dias Fernandes;0;0;0;0;1;3;0;0;0;0.00
alvaro-fernandez;Álvaro Fernández;0;0;0;0;0;0;0;0;0;0.00
alvaro-1;Álvaro García;1;0;0;1;0;1;0;0;0;1.00
alvaro-killane;Álvaro Killane;0;0;0;0;0;0;0;0;0;0.00
a-tejero;Álvaro Tejero;0;0;0;0;2;2;0;0;0;0.00
correa;Ángel Correa;0;0;0;0;1;2;0;0;0;0.00
angel-f;Ángel Fortuño;0;0;0;0;0;0;0;0;0;0.00
e-militao;Éder Gabriel Militão;1;0;0;0;3;7;0;0;0;7.00
i-lekue;Íñigo Lekue;1;0;0;0;1;3;0;0;0;3.00
de-marcos;Óscar De Marcos;0;0;0;0;0;2;0;0;0;0.00
mingueza;Óscar Mingueza;1;0;0;0;1;2;0;0;0;2.00
oscar-4;Óscar Rodríguez;1;0;0;0;7;2;1;0;0;2.00
oscar-trejo;Óscar Trejo;0;0;0;0;2;3;0;0;0;0.00
oscar-5;Óscar Valentín;0;0;0;0;8;13;0;0;1;0.00
orjan-nyland;Ørjan Nyland;0;0;0;0;0;0;0;0;0;0.00
