ID;Jugador;CL;ENT;DUE;D;DA;PC;PCC;PLC;PH;GPT;GPTFA;GPTDA;GCPI;GCPD;CG;GABP
abdessamad-ezzalzouli;Abde Ezzalzouli;0;9;27;23;4;51;41;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
abderrahman-rebbach;Abde Rebbach;2;0;10;7;3;10;8;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
abqar;Abdel Abqar;0;5;25;22;3;119;72;11;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
abdul-mumin;Abdul Mumin;0;5;22;10;12;136;99;7;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
abdon;Abdón Prats;0;0;6;1;5;1;1;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
abel-bretones;Abel Bretones;0;7;21;17;4;86;55;6;0;1.00;0.00;1.00;1.00;0.00;0.00;0.00
abel-ruiz;Abel Ruiz;0;0;23;16;7;74;63;2;0;0.25;0.00;0.25;0.00;0.25;0.00;0.00
aboubacar-bassinga;Aboubacar Bassinga;0;0;2;2;0;4;1;1;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
adama-boiro;Adama Boiro;0;2;13;7;6;25;19;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
embarba;Adri Embarba;13;7;40;32;8;74;44;4;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
adria-altimira;Adrià Alti;0;2;13;9;4;27;21;2;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pedrosa-1;Adrià Pedrosa;0;4;26;18;8;130;99;7;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
adrian-2;Adrián San Miguel del Castillo;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
adrian-pica;Adrián Hernández Hernández;0;1;12;5;7;38;27;3;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
a-rodriguez-1;Adrián Rodríguez;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
malcom-adu-ares;Malcom Abdulai Ares Djaló;0;0;4;4;0;8;5;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
aihen;Aihen Muñoz;0;1;6;4;2;1;1;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
aimar-1;Aimar Oroz;0;8;42;34;8;114;95;8;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
aitor-fdez;Aitor Fernández;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
aitor-fraga;Aitor Fraga;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
paredes-2;Aitor Paredes;0;0;6;3;3;56;44;5;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
aitor-r;Aitor Ruibal;0;2;18;15;3;40;31;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
albert-mboyo-sambi-lokonga;Albert Sambi Lokonga;0;3;12;8;4;104;90;6;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
alberto-collado;Alberto Collado;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
alberto-flores;Alberto Flores;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
alberto-mari;Alberto Marí;0;0;1;1;0;4;2;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
a-moleiro;Alberto Moleiro;0;5;38;34;4;72;63;1;2;0.13;0.00;0.13;0.13;0.00;0.00;0.00
alberto-risco;Alberto Risco;0;1;7;5;2;4;2;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
alex-balde;Alejandro Balde;0;1;27;22;5;138;124;3;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
catena;Alejandro Catena;0;5;24;12;12;185;140;18;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
a-frances;Alejandro Francés;0;7;18;18;0;114;93;7;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
alejandro-iturbe;Alejandro Iturbe;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
alejo-veliz;Alejo Véliz;0;1;47;21;26;55;39;1;0;0.11;0.00;0.11;0.00;0.11;0.00;0.00
sedlar;Aleksandar Sedlar;0;8;18;15;3;51;31;4;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
berenguer;Alex Berenguer;8;4;28;22;6;46;33;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
alex-kral;Alex Král;0;8;26;23;3;110;80;5;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
alexander-sorloth;Alexander Sørloth;0;1;25;10;15;36;22;0;0;0.14;0.00;0.14;0.00;0.00;0.14;0.00
alfonso-1;Alfon González;0;1;21;20;1;26;20;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
a-espino;Alfonso Espino;0;16;61;52;9;84;49;5;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ali-fadal;Ali Fadal;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
alvaro-abajas;Alvin Abajas;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
amath;Amath Ndiaye;0;0;10;9;1;37;28;2;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ander-astralaga;Ander Astralaga;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
barrenetxea;Ander Barrenetxea;0;0;14;10;4;23;14;2;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
guevara;Ander Guevara;0;7;29;25;4;124;95;4;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ander;Ander Herrera;0;3;17;16;1;100;86;3;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
gorosabel;Andoni Gorosabel;0;1;6;6;0;20;16;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
andreas-christensen;Andreas Christensen;0;0;2;1;1;16;14;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
andrei;Andrei Ratiu;0;2;15;11;4;35;24;1;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lunin;Andrii Lunin;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
andre-almeida-1;Domingos André Ribeiro Almeida;3;7;25;23;2;128;110;5;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
andre-ferreira;André Filipe Magalhães Ribeiro Ferreira;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
andres-cuenca;Andrés Cuenca;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
budimir;Ante Budimir;0;5;53;24;29;52;31;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
griezmann;Antoine Griezmann;6;1;17;14;3;128;94;8;1;0.33;0.33;0.00;0.33;0.00;0.00;0.33
antonio-blanco;Antonio Blanco;0;4;27;24;3;109;80;7;3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
antonio-espigares;Antonio Espigares;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
antonio-gomis;Antonio Gomis;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
a-raillo;Antonio Raíllo;0;3;33;10;23;203;170;13;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
antonio-rudiger;Antonio Rüdiger;0;2;24;9;15;292;249;19;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
sivera;Antonio Sivera;0;0;0;0;0;116;26;35;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
sanchez;Antonio Sánchez;0;5;13;13;0;44;30;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
antoniu-roca;Antoniu Roca;0;1;7;7;0;6;4;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
egoitz-arana;Egoitz Arana Aizpurua;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
arda-guler;Arda Güler;3;3;15;14;1;56;47;0;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
aridane-1;Aridane Hernández;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
arambarri-1;Aritz Arambarri;0;1;15;1;14;67;48;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
aritz;Aritz Elustondo;0;2;12;9;3;138;115;6;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
arnau-1;Arnau Martínez;0;6;12;10;2;170;152;6;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
arnau-rafus;Arnau Rafús;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
arnau-sola;Arnau Solà;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
arnaut-danjuma;Arnaut Danjuma;0;2;11;9;2;30;22;1;0;0.50;0.00;0.50;0.25;0.25;0.00;0.00
arthur-vermeeren;Arthur Vermeeren;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
villalibre;Asier Villalibre;0;0;7;5;2;6;3;2;0;0.33;0.00;0.33;0.33;0.00;0.00;0.00
assane-diao;Assane Diao;0;0;3;2;1;3;2;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
augusto-batalla;Augusto Batalla;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
aurelien-tchouameni;Aurélien Tchouaméni;0;11;40;28;12;297;263;15;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
axel-witsel;Axel Witsel;0;1;8;3;5;106;97;2;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ayoze-perez;Ayoze Pérez;0;3;27;22;5;40;29;1;1;0.33;0.17;0.17;0.17;0.17;0.00;0.00
b-ramirez;Benito Ramírez;0;1;9;7;2;12;9;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
bertug-yildirim;Bertug Yildirim;0;1;9;3;6;9;6;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
benat-prados;Beñat Prados;0;4;32;22;10;140;116;1;2;0.50;0.00;0.50;0.00;0.00;0.50;0.00
benat-turrientes;Beñat Turrientes;7;7;30;22;8;91;77;4;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
bojan-miovski;Bojan Miovski;0;1;5;5;0;15;14;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
b-iglesias;Borja Iglesias;0;1;14;11;3;36;27;1;1;0.67;0.00;0.67;0.33;0.33;0.00;0.00
brahim;Brahim Díaz;0;2;20;19;1;56;47;1;2;1.00;0.00;1.00;1.00;0.00;0.00;0.00
brais-mendez;Brais Méndez;1;4;50;43;7;118;90;3;0;0.17;0.00;0.17;0.00;0.17;0.00;0.00
b-olivan;Brian Oliván;4;3;7;5;2;28;20;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
bryan;Bryan Gil;0;12;55;54;1;115;101;2;0;0.11;0.00;0.11;0.11;0.00;0.00;0.00
bryan-zaragoza;Bryan Zaragoza;2;3;32;30;2;56;36;5;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
carl-starfelt;Carl Starfelt;0;1;11;3;8;152;147;1;0;0.50;0.00;0.50;0.00;0.00;0.50;0.00
alena;Carles Aleñá;1;4;24;16;8;39;26;4;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
c-perez;Carles Pérez;0;3;29;25;4;37;20;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
carlos-benavidez;Carlos Benavídez;0;2;11;8;3;28;18;2;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
c-dominguez;Carlos Domínguez;0;6;20;10;10;192;160;10;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
carlos-guirao;Carlos Guirao;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
carlos-martin;Carlos Martín;0;1;8;7;1;8;6;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
carlos-romero;Carlos Romero;5;9;32;28;4;107;78;1;0;1.00;0.00;1.00;1.00;0.00;0.00;0.00
carlos-vicente;Carlos Vicente;13;5;30;26;4;91;64;3;0;0.25;0.00;0.25;0.25;0.00;0.00;0.00
catala;José Luis Català Vázquez;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
cenk-ozkacar;Cenk Özkacar;0;0;0;0;0;2;1;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
chidera-ejuke;Chidera Ejuke;10;1;28;27;1;104;84;2;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
chimy-avila;Chimy Ávila;0;0;5;4;1;16;14;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
christantus-uche;Christantus Uche;0;4;51;33;18;46;31;0;0;0.50;0.00;0.50;0.00;0.00;0.50;0.00
ivan-cantalejo;Iván Cantalejo;0;1;4;4;0;3;3;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
lenglet;Clément Lenglet;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
coba-da-costa;Coba da Costa;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
conor-gallagher;Conor Gallagher;0;3;16;15;1;32;23;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
copete;José Manuel Arias Copete;0;1;2;2;0;2;1;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
cristhian-mosquera;Cristhian Mosquera;0;2;19;11;8;242;211;11;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
stuani;Cristhian Stuani;0;0;1;0;1;6;4;0;0;1.00;0.00;1.00;0.00;1.00;0.00;0.00
cyle-larin;Cyle Larin;0;2;19;16;3;28;21;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
cesar-azpilicueta;César Azpilicueta;0;5;25;16;9;217;188;7;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
cesar-gonzalez;César Fernández;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
cesar-tarrega;César Tárrega;0;1;16;7;9;103;88;4;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
c-de-la-hoz;César de la Hoz;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
daley-blind;Daley Blind;0;5;22;18;4;361;313;24;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
daley-sinkgraven;Daley Sinkgraven;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
damian-rodriguez;Damián Rodríguez;10;2;21;18;3;214;186;10;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
carvajal;Dani Carvajal;0;5;22;18;4;182;151;7;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
d-ceballos;Dani Ceballos;1;4;13;13;0;61;54;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
cardenas;Dani Cárdenas;0;0;1;0;1;89;23;21;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
dani-gomez-1;Dani Gómez;0;1;4;2;2;9;6;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
dani-olmo;Dani Olmo;0;1;18;16;2;58;49;2;3;0.29;0.00;0.29;0.14;0.14;0.00;0.00
parejo;Dani Parejo;1;6;18;15;3;143;121;9;0;0.50;0.00;0.50;0.50;0.00;0.00;0.00
dani-raba;Dani Raba;0;6;22;20;2;32;19;3;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
dani-rodriguez;Dani Rodríguez;13;10;27;22;5;75;53;7;3;0.25;0.00;0.25;0.00;0.00;0.25;0.00
vivian;Dani Vivian;0;3;24;12;12;224;191;10;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
daniel-luna;Daniel Luna;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
daniel-requena;Daniel Requena;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
darko;Darko Brasanac;0;4;27;17;10;89;58;4;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
d-machis;Darwin Machís;1;0;1;1;0;10;5;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
david-lopez;David López;0;3;15;8;7;314;284;13;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
david-otorbi;David Otorbi;0;0;0;0;0;4;2;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
david-soria;David Soria;0;0;1;0;1;56;16;10;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
david-torres-1;David Torres;0;0;0;0;0;2;1;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
diego-conde;Diego Conde;0;0;2;2;0;102;56;19;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
diego-ferrer;Diego Ferrer;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
diego-garcia-2;Diego García;0;0;20;6;14;19;10;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
llorente-r;Diego Llorente;0;2;11;8;3;141;109;9;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
diego-lopez-noguerol;Diego López;0;2;29;22;7;101;77;4;0;1.00;0.00;1.00;0.00;0.00;1.00;0.00
rico;Diego Rico;0;13;24;20;4;89;48;7;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
foulquier;Dimitri Foulquier;0;5;17;16;1;79;50;6;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
dimitrios-stamatakis;Dimitrios Stamatakis;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
dinko-horkas;Dinko Horkas;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
djene;Djené Dakonam;0;0;13;4;9;81;54;8;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
djibril-sow;Djibril Sow;0;4;20;16;4;101;88;3;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
dodi-lukebakio;Dodi Lukébakio;8;2;30;30;0;58;48;2;0;0.13;0.00;0.13;0.00;0.13;0.00;0.00
domingos-d;Domingos de Sousa Coutinho Meneses Duarte;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
dominik-greif;Dominik Greif;0;0;0;0;0;68;23;15;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
donny-van-de-beek;Donny van de Beek;0;0;2;2;0;3;1;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
endrick;Endrick Felipe Moreira de Sousa;0;0;2;2;0;2;1;0;0;0.25;0.00;0.25;0.00;0.25;0.00;0.00
eneko-ortiz;Eneko Ortiz;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
franquesa;Enric Franquesa;0;8;25;19;6;43;33;1;0;1.00;0.00;1.00;1.00;0.00;0.00;0.00
enzo-barrenechea;Enzo Barrenechea;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
boyomo;Enzo Boyomo;0;6;18;10;8;190;171;3;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
loiodice;Enzo Loiodice;5;2;12;9;3;97;76;3;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
eray-ervin-cumart;Eray Cömert;0;3;15;8;7;102;79;8;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
eric-bailly;Eric Bailly;0;2;10;7;3;137;113;6;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
eric-garcia;Eric García;0;3;10;5;5;29;27;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
etienne-etoo-pineda;Etienne Eto'o Pineda;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
etta-eyong;Etta Eyong;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
fabio;Fabio González;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
valverde-1;Federico Valverde;0;8;27;23;4;259;222;11;1;0.17;0.17;0.00;0.00;0.17;0.00;0.17
f-mendy;Ferland Mendy;0;5;15;13;2;131;119;6;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
fermin-lopez;Fermín López;0;2;12;11;1;24;22;2;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
calero;Fernando Calero;0;3;9;7;2;101;71;14;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
pacheco-2;Fernando Pacheco;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
ferran;Ferran Torres;4;0;9;8;1;52;40;1;0;0.25;0.00;0.25;0.00;0.25;0.00;0.00
lejeune;Florian Lejeune;0;8;38;16;22;142;92;13;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
fran-beltran;Fran Beltrán;0;5;19;16;3;130;115;7;1;0.50;0.50;0.00;0.00;0.50;0.00;0.00
fran-garcia-1;Fran García;0;4;11;9;2;102;92;4;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
francisco-gonzalez;Francisco Javier González Pérez;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
f-vieites;Francisco Barbosa Vieites;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
gabriel-misehouy;Gabriel Misehouy;1;0;0;0;0;6;6;0;0;1.00;0.00;1.00;0.00;1.00;0.00;0.00
gumbau;Gerard Gumbau;0;3;13;8;5;13;7;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
