ID;Jugador;TA;TR;SA;FDJ;FR;FC;PR;PCOM;FPM;FPT
juan-bernat;Juan Bernat;0;0;0;1;2;3;0;0;1;0.00
j-berrocal;Juan Berrocal;4;1;1;0;1;12;0;1;0;3.00
juan-carlos-1;Juan Carlos Martín Corral;0;1;0;0;0;0;0;0;0;0.00
juan-cruz;Juan Cruz;2;0;0;4;15;9;0;0;2;4.50
juan-cruz-1;Juan Cruz Álvaro Armada;2;0;0;1;2;11;0;0;0;5.50
foyth;Juan Foyth;2;0;0;0;2;5;0;0;0;2.50
juan-herzog;Juan Herzog;0;0;0;0;4;1;0;0;0;0.00
iglesias;Juan Iglesias;3;0;0;0;27;33;0;0;2;11.00
juan-musso;Juan Musso;0;0;0;0;1;0;0;0;0;0.00
juan-soriano;Juan Soriano;1;1;0;0;3;0;0;0;0;0.00
juanlu-1;Juanlu Sánchez;2;1;1;1;5;6;0;0;0;3.00
juanmi;Juan Miguel Jiménez López;3;0;0;4;9;12;0;0;3;4.00
juan-latasa;Juanmi Latasa;4;1;0;4;17;23;0;0;5;5.75
juanpe-rl;Juan Pedro Ramírez López;2;0;0;0;2;3;0;0;0;1.50
juanpe-1;Juan Pedro Gil Bueno;0;0;0;0;0;0;0;0;0;0.00
jude-bellingham;Jude Bellingham;3;1;0;4;43;21;1;0;0;7.00
julen-agirrezabala;Julen Agirrezabala;1;1;0;0;1;3;0;2;0;3.00
julen-lartitegi;Julen Lartitegi;0;0;0;0;0;0;0;0;0;0.00
kounde;Jules Koundé;2;0;0;5;15;17;0;0;0;8.50
julian-alvarez;Julián Álvarez;4;0;0;7;2;20;0;0;1;5.00
julian-chicco;Julián Chicco;0;0;0;0;3;1;0;0;0;0.00
juma-bah;Abdulai Juma Bah;1;0;0;0;6;6;0;0;0;6.00
justin-smith;Justin Smith;0;0;0;0;2;5;0;0;0;0.00
karl-hein;Karl Hein;0;0;0;0;2;0;0;0;0;0.00
kelechi-iheanacho;Kelechi Iheanacho;0;0;0;7;1;5;0;0;0;0.00
kenedy;Robert Kenedy Nunes do Nascimento;0;0;0;0;0;0;0;0;0;0.00
kike-barja;Kike Barja;2;0;0;0;4;7;0;0;1;3.50
kike-g;Kike García;3;1;1;16;36;37;1;0;10;12.33
kike-1;Kike Pérez;6;0;0;1;21;32;0;0;0;5.33
kike-salas;Kike Salas;3;0;0;0;8;10;0;0;0;3.33
kiko-femenia;Kiko Femenía;6;0;0;1;12;16;0;0;0;2.67
kim-min-su;Min-Su Kim;0;0;0;0;1;0;0;0;0;0.00
kirian;Kirian Rodríguez;2;0;0;0;18;9;0;0;2;4.50
koke-5;Jorge Iglesias González;0;0;0;0;0;0;0;0;0;0.00
koke;Jorge Resurrección Merodio;4;0;0;0;10;19;0;0;1;4.75
kylian-mbappe-lottin;Kylian Mbappé;3;0;0;34;25;18;1;0;3;6.00
ladislav-krejci-ii;Ladislav Krejcí;8;0;0;0;7;13;1;0;1;1.63
gonzalo-aguilar;Lalo Aguilar;0;0;0;0;0;0;0;0;0;0.00
lamine-yamal;Lamine Yamal Nasraoui Ebana;2;0;0;11;43;16;2;0;0;8.00
leandro-antonetti;Leandro Antonetti;0;0;0;0;0;0;0;0;0;0.00
cabrera;Leandro Cabrera;3;0;0;0;5;16;0;0;0;5.33
leo-1;Leo Román;0;0;0;0;0;0;0;0;0;0.00
llorenc-serred;Llorenç Serred;0;0;0;0;0;0;0;0;0;0.00
logan-costa;Logan Evans Costa;1;0;0;2;3;10;1;2;0;10.00
lorenzo-aguado-herrera;Lorenzo Aguado Herrera;0;0;0;0;0;0;0;0;0;0.00
loic-bade;Loïc Badé;5;0;0;0;2;17;0;0;0;3.40
luca-lohr;Luca Löhr;0;0;0;0;0;0;0;0;0;0.00
luca-de-la-torre;Luca de la Torre;0;0;0;0;0;1;0;0;0;0.00
lucas-alcazar-moreno;Lucas Alcázar;0;0;0;0;0;0;0;0;0;0.00
lucas-garcia;Lucas García Madrigal;0;0;0;0;0;0;0;0;0;0.00
l-ocampos;Lucas Ocampos;0;0;0;0;2;3;0;0;1;0.00
lucas-rosa;Lucas Oliveira Rosa;6;0;0;1;19;35;0;0;1;5.83
torro;Lucas Torró;8;0;0;1;27;58;0;2;2;7.25
lucas-v;Lucas Vázquez;3;0;0;2;16;17;0;0;1;5.67
lucien-agoume;Lucien Agoumé;4;1;0;2;3;22;0;1;0;5.50
l-milla;Luis Milla;3;0;0;0;32;27;0;1;4;9.00
l-perez;Luis Pérez;2;0;0;3;21;12;0;1;1;6.00
l-rioja;Luis Rioja;3;0;0;8;29;12;0;0;0;4.00
luiz-junior-1;Luiz Lúcio Reis Júnior;0;0;0;0;1;0;0;0;0;0.00
modric;Luka Modric;5;0;0;1;12;13;0;0;1;2.60
luka;Luka Romero;0;0;0;1;3;3;1;0;1;0.00
luka-sucic;Luka Sucic;2;0;0;3;15;11;0;0;0;5.50
luken-beitia;Luken Beitia;0;0;0;0;0;0;0;0;0;0.00
m-sylla;Mamadou Sylla;2;0;0;12;17;12;1;0;2;6.00
manu-bueno;Manu Bueno;0;0;0;0;3;2;0;0;0;0.00
manu-fuster;Manu Fuster;1;0;0;1;23;10;0;0;1;10.00
manu-gonzalez;Manuel González Pallarés;0;0;0;0;0;0;0;0;0;0.00
morlanes;Manu Morlanes;5;0;0;0;10;11;0;0;0;2.20
m-sanchez;Manu Sánchez;6;0;0;1;13;33;0;1;2;5.50
marash-kumbulla;Marash Kumbulla;7;0;0;0;23;28;0;0;0;4.00
bartra;Marc Bartra;1;0;0;1;10;10;0;1;1;10.00
marc-bernal;Marc Bernal;2;0;0;0;3;4;0;0;0;2.00
marc;Marc Cardona;1;0;0;0;2;1;0;0;0;1.00
marc-casado;Marc Casadó;2;1;1;0;34;20;0;0;1;10.00
marc-domenech;Marc Domenech;0;0;0;0;0;3;0;0;0;0.00
marc-roca;Marc Roca;4;0;0;0;5;16;0;0;1;4.00
marc-vidal;Marc Vidal;0;0;0;0;0;0;0;0;0;0.00
ter-stegen;Marc-André ter Stegen;0;0;0;0;2;0;0;0;0;0.00
marco-de-las-sias;Marco de Las Sias;0;0;0;0;0;0;0;0;0;0.00
marcos-alonso;Marcos Alonso;7;1;1;2;15;17;0;0;0;2.43
marcos-andre;Marcos André de Sousa Mendonça;5;0;0;5;28;10;0;0;0;2.00
m-llorente;Marcos Llorente;0;1;0;2;15;12;0;0;0;0.00
marcao;Marcos do Nascimento Teixeira;3;1;1;0;9;8;0;1;0;2.67
mario-maroto;Mario Maroto;0;0;0;0;0;0;0;0;0;0.00
mario-martin;Mario Martín;4;2;1;1;32;35;0;1;0;8.75
dmitrovic;Marko Dmitrovic;0;0;0;0;6;0;0;0;0;0.00
maroan-sannadi;Maroan Sannadi;0;0;0;1;6;4;0;0;0;0.00
martin-cuellar;Martin Cuellar;0;0;0;0;0;0;0;0;0;0.00
valjent;Martin Valjent;4;0;0;0;7;11;0;0;0;2.75
martin-conde;Martín Conde;0;0;0;0;0;0;0;0;0;0.00
martin-tejon;Martín Tejón;0;0;0;0;1;1;0;0;0;0.00
zubimendi;Martín Zubimendi;4;0;0;0;17;36;1;0;0;9.00
marvin-1;Marvin Park;3;0;0;0;11;10;0;1;1;3.33
mateo-flores;Mateo Flores;1;0;0;0;1;3;0;0;0;3.00
mateo-mejia;Mateo Mejía;0;0;0;0;1;0;0;0;0;0.00
mateu-morey;Mateu Morey;1;0;0;0;5;9;0;0;1;9.00
matija-nastasic;Matija Nastasic;2;0;0;2;6;13;1;2;0;6.50
matias-arbol;Matías Árbol;0;0;0;0;0;0;0;0;0;0.00
m-arambarri;Mauro Arambarri;7;0;0;3;27;24;0;0;0;3.43
max-aarons;Max Aarons;0;0;0;0;0;0;0;0;0;0.00
maximiliano-caufriez;Maximiliano Caufriez;0;0;0;0;0;3;0;1;1;0.00
miguel-3;Miguel Gutiérrez;2;0;0;5;20;20;0;1;1;10.00
miguel-2;Miguel de la Fuente;3;0;0;11;28;22;0;0;0;7.33
m-morro;Miguel Ángel Morro;0;0;0;0;0;0;0;0;0;0.00
mihailo-ristic;Mihailo Ristic;1;0;0;0;2;6;0;0;1;6.00
mika-marmol;Mika Mármol;4;0;0;2;5;24;0;1;0;6.00
mikel-jauregizar;Mikel Jauregizar;4;1;0;0;26;35;1;0;1;8.75
oyarzabal;Mikel Oyarzabal;3;1;0;12;16;9;1;0;1;3.00
vesga;Mikel Vesga;1;0;0;0;1;10;0;0;0;10.00
moi-gomez;Moi Gómez;1;0;0;1;6;10;0;0;2;10.00
diakhaby;Mouctar Diakhaby;0;0;0;0;0;1;0;0;0;0.00
moussa-diarra-1;Moussa Diarra;4;0;0;1;20;21;1;1;0;5.25
munir;Munir El Haddadi;1;1;0;5;21;11;0;0;2;11.00
nabil-aberdin;Nabil Aberdin;1;0;0;0;6;7;0;0;0;7.00
fekir;Nabil Fekir;0;0;0;0;7;3;0;0;0;0.00
nacho-vidal;Nacho Vidal;0;0;0;0;1;2;0;0;0;0.00
naci-unuvar;Naci Ünüvar;0;0;0;1;1;0;0;0;0;0.00
nahuel-molina;Nahuel Molina;0;0;0;0;5;8;0;0;0;0.00
nahuel-tenaglia;Nahuel Tenaglia;8;0;0;2;31;23;0;0;1;2.88
naim-garcia;Naim García;0;0;0;0;0;0;0;0;0;0.00
natan;Natan Bernardo de Souza;2;1;0;0;7;10;0;0;0;5.00
nayef-aguerd;Nayef Aguerd;5;0;0;0;18;11;0;1;0;2.20
gudelj;Nemanja Gudelj;4;0;0;0;13;18;0;0;1;4.50
nicolas-serrano;Nico Serrano;0;0;0;0;2;2;0;0;0;0.00
williams-jr;Nicholas Williams Arthuer;1;0;0;7;28;15;0;0;1;15.00
nicolas-pepe;Nicolas Pépé;1;0;0;6;10;9;1;0;0;9.00
noah-darvich;Noah Darvich;0;0;0;0;0;0;0;0;0;0.00
nobel-mendy;Nobel Mendy;0;0;0;0;0;0;0;0;0;0.00
oier-gastesi;Oier Gastesi;0;0;0;0;0;0;0;0;0;0.00
o-sancet-1;Oihan Sancet;2;0;0;3;18;12;0;0;1;6.00
oliver-mcburnie;Oliver McBurnie;0;0;0;3;11;16;0;0;0;0.00
omar-alderete;Omar Alderete;6;0;0;5;7;24;1;2;0;4.00
omar-1;Omar El Hilali;8;0;0;3;22;37;0;1;1;4.63
mascarell;Omar Mascarell;4;1;0;0;11;21;0;0;1;5.25
omar-sadik;Omar Sadik;0;0;0;0;0;0;0;0;0;0.00
oriol-romeu;Oriol Romeu;5;0;0;0;13;23;0;1;0;4.60
orri-oskarsson;Orri Óskarsson;0;0;0;7;4;4;0;0;1;0.00
pablo-barrios-rivas;Pablo Barrios;3;1;0;0;17;20;0;0;1;6.67
pablo-busto-1;Pablo Busto;0;0;0;0;0;0;0;0;0;0.00
pablo-duran;Pablo Durán;3;0;0;3;12;18;0;0;1;6.00
p-fornals;Pablo Fornals;2;0;0;1;7;9;0;0;0;4.50
pablo-garcia-5;Pablo García;0;0;0;0;0;0;0;0;0;0.00
pablo-ibanez;Pablo Ibáñez;2;0;0;0;14;13;0;0;0;6.50
maffeo;Pablo Maffeo;3;0;0;0;28;9;0;0;0;3.00
pablo-marin;Pablo Marín;0;0;0;0;7;6;0;0;0;0.00
pablo-rivera;Pablo Rivera;0;0;0;0;0;0;0;0;0;0.00
pablo-torre;Pablo Torre;0;0;0;1;7;4;0;0;0;0.00
pablo-valencia;Pablo Valencia;0;0;0;0;0;0;0;0;0;0.00
papa-dame-ba;Papa Dame Ba;0;0;0;0;4;1;0;0;0;0.00
pape-alassane-gueye;Pape Gueye;3;1;1;4;49;25;0;0;1;8.33
pathe-ciss;Pathé Ciss;7;0;0;0;18;33;0;1;2;4.71
pau-cabanes-de-la-torre;Pau Cabanes;0;0;0;0;10;5;1;0;1;0.00
pau-cubarsi;Pau Cubarsí;3;0;0;0;8;13;0;1;0;4.33
pau-lopez;Pau López;0;0;0;0;1;0;0;0;0;0.00
pau-navarro;Pau Navarro;0;0;0;0;6;6;0;0;2;0.00
pau-victor;Pau Víctor;2;0;0;0;3;5;0;0;0;2.50
paulo-gazzaniga;Paulo Gazzaniga;3;0;0;0;3;1;0;0;1;0.33
pedri;Pedro González López;2;0;0;1;33;8;0;0;1;4.00
pedro-aleman;Pedro Alemañ;0;0;0;0;0;0;0;0;0;0.00
pedro-diaz;Pedro Díaz;1;0;0;0;3;3;0;0;1;3.00
pedro-ortiz;Pedro Ortiz;0;0;0;0;0;0;0;0;0;0.00
peio-canales;Peio Canales;0;0;0;1;1;0;0;0;0;0.00
pejino;Francisco Jesús Crespo García;0;0;0;0;0;1;0;0;0;0.00
pelayo-fernandez;Pelayo Fernández;0;0;0;0;0;0;0;0;0;0.00
chavarria-1;Pep Chavarría;1;0;0;2;16;15;0;0;0;15.00
pepelu;José Luis García Vayá;7;1;0;1;12;23;0;0;0;3.29
peque-1;Gerard Fernández Castellano;1;0;0;2;18;15;0;1;1;15.00
pere-joan;Pere García;0;0;0;0;0;0;0;0;0;0.00
pere-milla;Pere Milla;2;0;0;2;8;3;0;0;0;1.50
peter;Peter Federico González Carmona;0;0;0;1;9;6;0;0;1;0.00
pol-lozano;Pol Lozano;9;0;0;0;11;39;0;0;0;4.33
pol-tristan;Pol Tristán;0;0;0;0;0;0;0;0;0;0.00
portu;Cristian Portugués Manzanera;4;0;0;5;6;6;0;0;0;1.50
rafa-mir;Rafa Mir;1;0;0;2;3;3;0;0;0;3.00
rafael-bauza;Rafael Bauza;1;0;0;0;0;8;0;0;0;8.00
rafa-romero;Rafael Romero;0;0;0;0;0;0;0;0;0;0.00
r-terrats;Ramon Terrats;2;0;0;0;7;6;0;0;0;3.00
ramon-martinez;Ramón Martínez;0;0;0;0;0;0;0;0;0;0.00
nteka;Randy Nteka;5;0;0;11;12;28;0;0;0;5.60
raphinha;Raphael Dias Belloli;3;0;0;7;27;7;2;0;1;2.33
rayane-belaid;Rayane Belaid;0;0;0;0;0;0;0;0;0;0.00
r-albiol;Raúl Albiol;4;0;0;0;6;11;0;2;1;2.75
raul;Raúl Asencio;0;0;0;1;12;6;0;0;0;0.00
raul-chasco;Raúl Chasco;0;0;0;0;0;3;0;0;0;0.00
raul-4;Raúl García;0;0;0;6;9;8;0;0;1;0.00
raul-jimenez-1;Raúl Jiménez;0;0;0;0;0;0;0;0;0;0.00
raul-martinez-1;Raúl Martínez;0;0;0;0;0;0;0;0;0;0.00
raul-moro;Raúl Moro;1;0;0;7;13;3;0;0;0;3.00
r-d-t;Raúl de Tomás;0;0;0;0;0;0;0;0;0;0.00
reinildo;Reinildo Isnard Mandava;3;0;0;1;14;17;0;1;1;5.67
tapia-1;Renato Tapia;5;0;0;0;24;18;0;0;2;3.60
ricard-artero;Ricard Artero;0;0;0;0;0;0;0;0;0;0.00
ricardo-rodriguez-1;Ricardo Rodríguez;0;0;0;0;4;6;0;0;0;0.00
robert-lewandowski;Robert Lewandowski;1;0;0;16;29;20;0;0;2;20.00
navarro-2;Robert Navarro;3;0;0;2;18;11;0;0;0;3.67
roberto-fernandez-2;Roberto Fernández;1;0;0;2;7;13;0;0;0;13.00
lopez-alcaide;Roberto López;0;0;0;0;3;1;0;0;0;0.00
le-normand;Robin Le Normand;6;0;0;2;12;24;0;1;2;4.00
rodri-3;Rodrigo Sánchez Rodríguez;0;0;0;1;2;2;0;0;0;0.00
rodrigo-abajas;Rodrigo Abajas;1;0;0;1;0;2;0;0;0;2.00
de-paul;Rodrigo De Paul;6;0;0;0;27;13;0;0;1;2.17
riquelme;Rodrigo Riquelme;0;0;0;4;6;4;0;0;0;0.00
rodrygo;Rodrygo Silva de Goes;0;0;0;1;26;5;1;0;1;0.00
romain-perraud;Romain Perraud;5;1;0;5;30;22;0;1;0;4.40
r-araujo;Ronald Araujo;1;0;0;0;2;2;0;0;0;2.00
ruben-garcia;Rubén García;2;0;0;6;18;20;0;0;1;10.00
ruben-gomez-peris;Rubén Gómez;0;0;0;0;0;0;0;0;0;0.00
ruben-iranzo;Rubén Iranzo;0;0;0;0;0;0;0;0;0;0.00
r-pena;Rubén Peña;1;0;0;0;5;11;0;0;0;11.00
ruben-vargas;Rubén Vargas;0;0;0;3;7;7;0;0;1;0.00
rui-silva;Rui Tiago Dantas da Silva;1;0;0;0;2;1;0;1;0;1.00
sanchez-1;Salvi Sánchez;0;0;0;0;0;0;0;0;0;0.00
samuel-lino;Samuel Dias Lino;3;0;0;1;21;10;1;0;1;3.33
samu-3;Samuel de Almeida Costa;4;1;1;2;39;32;0;0;2;8.00
sandro;Sandro Ramírez;5;0;0;5;25;21;1;1;2;4.20
santi-c-v;Santi Comesaña;6;0;0;1;19;27;0;0;1;4.50
santiago-mourino;Santiago Mouriño;2;0;0;1;12;15;0;0;0;7.50
saul-1;Saúl Ñíguez;5;1;0;1;6;26;0;0;1;5.20
scott-mckenna;Scott McKenna;5;0;0;0;3;10;0;1;0;2.00
sebastian-john-wade-gardiner;Sebas Wade;0;0;0;0;0;0;0;0;0;0.00
selim-amallah;Selim Amallah;5;0;0;0;19;25;0;0;2;5.00
silvi-clua;Selvi Clua;0;0;0;0;0;5;0;0;0;0.00
sergi-altimira;Sergi Altimira;2;0;0;0;28;25;0;0;0;12.50
sergi-canos;Sergi Canós;3;0;0;1;6;11;0;0;0;3.67
sergi-cardona;Sergi Cardona;6;0;0;2;21;26;0;0;1;4.33
s-darder;Sergi Darder;2;0;0;2;20;14;0;0;1;7.00
sergi-dominguez;Sergi Domínguez;1;0;0;0;0;2;0;1;0;2.00
sergi-guardiola;Sergi Guardiola;0;0;0;0;6;5;0;0;0;0.00
s-gomez;Sergi Gómez;1;0;0;0;1;6;0;0;0;6.00
sergio-arribas-1;Sergio Arribas;0;0;0;0;0;0;0;0;0;0.00
camello;Sergio Camello;2;0;0;2;10;11;0;0;0;5.50
s-carreira;Sergio Carreira;0;0;0;0;4;6;0;0;0;0.00
sergio-g;Sergio González;1;1;0;6;6;23;0;1;2;23.00
sergio-gomez;Sergio Gómez;2;0;0;4;8;22;0;1;4;11.00
s-herrera;Sergio Herrera;4;0;0;0;3;0;0;0;0;0.00
sergio-mestre;Sergio Mestre;0;0;0;0;0;0;0;0;0;0.00
sergio-ruiz-1;Sergio Ruiz;0;0;0;0;0;0;0;0;0;0.00
sergio-vieira;Sergio Viera;0;0;0;0;0;0;0;0;0;0.00
seydouba-cisse;Seydouba Cissé;3;0;0;1;20;27;1;1;2;9.00
sheraldo-becker;Sheraldo Becker;1;1;0;9;13;8;0;0;0;8.00
siebe-van-der-heyden;Siebe Van der Heyden;0;0;0;0;0;2;0;0;0;0.00
stanis-idumbo-muzambo;Stanis Idumbo Muzambo;0;0;0;0;4;1;0;0;0;0.00
stanko-juric;Stanko Juric;5;1;1;0;7;35;0;0;0;7.00
stefan-bajcetic;Stefan Bajcetic;0;0;0;0;4;6;0;0;0;0.00
stipe-biuk;Stipe Biuk;0;0;0;0;0;0;0;0;0;0.00
stoichkov;Juan Diego Molina Martínez;1;0;0;5;16;9;0;0;1;9.00
dimitrievski;Stole Dimitrievski;1;0;0;0;0;0;0;0;0;0.00
suso;Jesús Joaquín Fernández Sáenz de la Torre;1;0;0;1;4;2;0;0;1;2.00
sebastien-haller;Sébastien Haller;0;0;0;7;5;4;0;0;0;0.00
tadeo-allende;Tadeo Allende;0;0;0;0;0;0;0;0;0;0.00
tajon-buchanan;Tajon Buchanan;0;0;0;2;2;3;0;0;0;0.00
take;Takefusa Kubo;5;0;0;4;44;14;0;0;1;2.80
takuma-asano;Takuma Asano;0;0;0;4;11;2;0;0;0;0.00
tamas-nikitscher;Tamás Nikitscher;1;0;0;0;1;5;0;0;0;5.00
nianzou-kouassi;Tanguy Nianzou;1;1;1;0;5;10;0;0;0;10.00
tasos-douvikas;Tasos Douvikas;2;0;0;9;27;10;0;0;1;5.00
thiago-ojeda;Thiago Ojeda;1;0;0;0;0;1;0;0;0;1.00
courtois;Thibaut Courtois;0;0;0;0;0;0;0;0;0;0.00
thierno-barry-1;Thierno Barry;3;0;0;16;34;29;1;0;1;9.67
thierry-r;Thierry Rendall Correia;1;0;0;0;14;15;0;0;0;15.00
lemar;Thomas Lemar;0;0;0;0;1;0;0;0;0;0.00
tomas-conechny;Tomás Conechny;4;0;0;4;10;23;0;0;2;5.75
toni-fernandez;Toni Fernández;0;0;0;0;0;0;0;0;0;0.00
lato;Antonio Latorre Grueso;0;1;0;0;1;5;0;0;0;0.00
t-martinez;Toni Martínez;0;0;0;5;8;11;0;1;1;0.00
toni-villa;Laureano Antonio Villa Suárez;0;0;0;0;0;0;0;0;0;0.00
sadiq;Umar Sadiq;3;0;0;6;6;20;0;0;1;6.67
unai-egiluz;Unai Egiluz;0;0;0;0;0;0;0;0;0;0.00
unai-garcia;Unai García;0;0;0;0;0;0;0;0;0;0.00
unai-gomez;Unai Gómez;1;0;0;0;13;8;0;0;1;8.00
unai-lopez;Unai López;7;1;0;1;11;13;0;0;0;1.86
marrero;Unai Marrero;0;0;0;0;0;0;0;0;0;0.00
nunez-2;Unai Núñez;1;0;0;0;3;2;0;0;0;2.00
unai-simon;Unai Simón;0;0;0;0;0;0;0;0;0;0.00
gonzalez-de-zarate;Urko González;2;0;0;0;0;3;0;0;0;1.50
valentin-rosier;Valentin Rosier;6;0;0;4;14;30;0;0;1;5.00
valentin-barco;Valentín Barco;0;0;0;0;5;7;0;0;2;0.00
valentin-pezzolesi;Valentín Pezzolesi;0;0;0;0;0;0;0;0;0;0.00
valery;Valery Fernández;1;0;0;1;1;3;0;0;0;3.00
vedat-muriqi;Vedat Muriqi;1;2;0;14;27;19;1;1;4;19.00
vicent-abril;Vicent Abril;0;0;0;0;0;0;0;0;0;0.00
guaita;Vicente Guaita;0;0;0;0;3;0;0;0;0;0.00
viktor-tsygankov;Viktor Tsyhankov;1;0;0;1;19;7;0;0;0;7.00
vini-jr;Vinícius José Paixão de Oliveira Júnior;5;1;0;5;50;24;2;0;2;4.80
viti;Viti Rozada;4;0;0;0;18;20;0;0;2;5.00
vitor-roque;Vitor Hugo Roque Ferreira;4;0;0;5;30;30;2;0;0;7.50
vladyslav-krapyvtsov;Vladyslav Krapyvtsov;0;0;0;0;0;0;0;0;0;0.00
v-meseguer;Víctor Meseguer;1;0;0;0;5;8;0;0;1;8.00
victor-munoz;Víctor Muñoz Villanueva;0;0;0;0;0;0;0;0;0;0.00
victor-puig;Víctor Puig;0;0;0;0;0;0;0;0;0;0.00
walid-cheddira;Walid Cheddira;2;0;0;7;23;25;1;0;6;12.50
warren-madrigal;Warren Madrigal;0;0;0;0;0;0;0;0;0;0.00
william-2;William Silva de Carvalho;0;0;0;0;0;4;0;0;0;0.00
williot-swedberg;Williot Swedberg;1;0;0;7;24;16;0;0;1;16.00
willy-kambwala;Willy Kambwala;0;1;0;0;0;2;0;0;0;0.00
wojciech-szczesny;Wojciech Szczesny;0;0;0;0;0;0;0;0;0;0.00
xavier-pleguezuelo;Xavier Pleguezuelo;0;0;0;0;0;0;0;0;0;0.00
herrera-1;Yangel Herrera;7;1;0;2;37;44;1;0;0;6.29
yarek-gasiorowski;Yarek Gasiorowski;1;0;0;0;2;5;0;0;0;5.00
jesus-santiago;Jesús Santiago Pérez;4;0;0;0;5;13;0;0;1;3.25
yeray-2;Yeray Álvarez;3;0;0;0;13;10;0;0;0;3.33
yeremy;Yeremy Pino;7;0;0;8;22;28;1;0;2;4.00
yoel-lago;Yoel Lago;0;0;0;0;1;1;0;0;0;0.00
youssef-lekhedim;Youssef Lekhedim;0;0;0;0;0;0;0;0;0;0.00
youssouf-sabaly;Youssouf Sabaly;1;0;0;1;7;13;0;0;1;13.00
yuri-b;Yuri Berchiche;3;0;0;2;14;10;0;0;0;3.33
yvan-neyou;Yvan Neyou;10;0;0;0;41;22;0;0;1;2.20
yaser-asprilla;Yáser Asprilla;2;0;0;0;17;8;0;0;0;4.00
alex-b;Álex Baena;8;0;0;4;32;28;0;0;2;3.50
alejandro-gil;Álex Gil;0;0;0;0;0;0;0;0;0;0.00
alex-munoz;Álex Muñoz;1;0;0;2;8;22;0;1;0;22.00
a-remiro;Álex Remiro;0;0;0;0;3;0;0;0;0;0.00
a-sola;Álex Sola;4;0;0;7;26;24;0;0;3;6.00
alex-suarez;Álex Suárez;10;0;0;1;13;21;0;1;2;2.10
alex-valle;Álex Valle;0;0;0;0;0;0;0;0;0;0.00
alvaro-aceves;Álvaro Aceves;0;0;0;0;0;0;0;0;0;0.00
aguado-1;Álvaro Aguado;2;0;0;0;7;5;0;0;1;2.50
alvaro-cortes-1;Álvaro Cortés;0;0;0;0;0;0;0;0;0;0.00
alvaro-djalo;Álvaro Djaló;0;0;0;4;9;13;0;0;0;0.00
alvaro-fernandez;Álvaro Fernández;2;0;0;0;2;0;0;0;0;0.00
alvaro-1;Álvaro García;4;0;0;10;12;11;0;1;0;2.75
alvaro-killane;Álvaro Killane;0;0;0;0;0;0;0;0;0;0.00
odriozola;Álvaro Odriozola;1;0;0;0;1;2;0;0;0;2.00
alvaro-rodriguez-3;Álvaro Rodríguez;3;0;0;4;15;20;0;0;2;6.67
a-tejero;Álvaro Tejero;2;0;0;1;19;13;0;0;0;6.50
correa;Ángel Correa;3;0;0;3;10;13;0;0;0;4.33
angel-f;Ángel Fortuño;0;0;0;0;0;0;0;0;0;0.00
angel-ortiz;Ángel Ortiz;0;0;0;0;6;6;0;0;1;0.00
aron-yaakobishvili;Áron Yaakobishvili;0;0;0;0;0;0;0;0;0;0.00
e-militao;Éder Gabriel Militão;2;0;0;0;8;18;0;0;0;9.00
i-lekue;Íñigo Lekue;1;0;0;0;2;4;0;0;0;4.00
r-de-galarreta;Íñigo Ruíz de Galarreta;4;0;0;0;11;24;0;0;0;6.00
de-marcos;Óscar De Marcos;0;0;0;0;5;11;0;0;1;0.00
mingueza;Óscar Mingueza;3;1;0;1;14;15;1;0;0;5.00
oscar-4;Óscar Rodríguez;4;1;0;1;15;12;1;0;1;3.00
oscar-trejo;Óscar Trejo;1;0;0;1;5;9;0;0;0;9.00
oscar-5;Óscar Valentín;2;0;0;0;24;40;0;0;4;20.00
orjan-nyland;Ørjan Nyland;1;0;0;0;0;0;0;0;0;0.00
