ID;Jugador;T;DAP;ASI;RE;RF;G;GDDA;GFDA;GCPI;GCPD;GDP;CG;GBP;GPP
alvaro-rodriguez-3;Alvaro Rodriguez;10;5;0;10;8;2;2;0;010;000;0;010;0;0
a-tejero;Alvaro Tejero;14;4;4;3;10;1;0;1;000;007;0;000;1;0
correa;Angel Correa;18;11;1;11;15;3;3;0;000;017;0;000;0;0
angel-f;Angel Fortuno;0;0;0;0;0;0;0;0;000;000;0;000;0;0
angel-ortiz;Angel Ortiz;1;0;1;4;3;0;0;0;000;000;0;000;0;0
aron-yaakobishvili;Aron Yaakobishvili;0;0;0;0;0;0;0;0;000;000;0;000;0;0
e-militao;Eder Gabriel Militao;7;3;1;5;3;1;1;0;000;014;0;000;0;0
i-lekue;Inigo Lekue;1;0;0;4;2;0;0;0;000;000;0;000;0;0
r-de-galarreta;Inigo Ruiz de Galarreta;2;0;2;10;2;0;0;0;000;000;0;000;0;0
de-marcos;Oscar De Marcos;5;2;4;1;9;0;0;0;000;000;0;000;0;0
mingueza;Oscar Mingueza;15;6;5;19;24;2;1;1;000;013;0;000;1;0
oscar-4;Oscar Rodriguez;14;5;3;17;21;1;1;0;000;000;0;007;0;0
oscar-trejo;Oscar Trejo;2;0;0;5;6;0;0;0;000;000;0;000;0;0
oscar-5;Oscar Valentin;2;1;0;5;3;0;0;0;000;000;0;000;0;0
orjan-nyland;Ørjan Nyland;0;0;0;0;0;0;0;0;000;000;0;000;0;0
