ID;Jugador;MJ;PJ;%PJ;PC;%PC;PT;%PT;PS;%PS;TA;TR;SA;G;PR;GPP;GE
geronimo-spina;Gerónimo Spina;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
giorgi-mamardashvili;Giorgi Mamardashvili;1890;21;84.00;21;100.00;21;84.00;0;0.00;1;0;0;0;0;0;35
lo-celso;Giovani Lo Celso;1035;16;64.00;6;37.50;11;44.00;5;20.00;3;0;0;7;0;0;14
giuliano-simeone;Giuliano Simeone;1069;20;80.00;1;5.00;14;56.00;13;52.00;2;0;0;1;0;0;8
gonzalo-garcia-1;Gonzalo García;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
gonzalo-montiel;Gonzalo Montiel;111;6;25.00;0;0.00;1;4.17;1;4.17;1;0;0;0;0;0;3
guruzeta;Gorka Guruzeta;1215;24;96.00;3;12.50;13;52.00;10;40.00;2;0;0;6;0;0;11
gorka-rivera;Gorka Rivera;19;1;4.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
gregoire-swiderski;Grégoire Swiderski;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
guilherme-fernandes;Guilherme Sousa Carvalho Fernandes;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
guille-fernandez;Guille Fernández;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
guillem-trilla;Guillem Trilla;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
guillermo-ruiz;Guillermo Ruiz;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
hamari-traore;Hamari Traoré;314;4;16.00;1;25.00;4;16.00;3;12.00;0;0;0;0;0;0;3
horatiu-moldovan;Horatiu Moldovan;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
hugo-duro;Hugo Duro;1703;22;88.00;12;54.55;20;80.00;8;32.00;3;0;0;7;0;1;34
hugo-g;Hugo Guillamón;359;11;44.00;1;9.09;4;16.00;3;12.00;2;0;0;0;0;0;7
hugo-novoa;Hugo Novoa;234;5;20.00;2;40.00;2;8.00;0;0.00;0;0;0;0;0;0;6
hugo-sotelo;Hugo Sotelo;971;17;68.00;4;23.53;11;44.00;7;28.00;4;0;0;0;0;0;14
hugo-alvarez-1;Hugo Álvarez;1385;22;88.00;9;40.91;14;56.00;5;20.00;5;0;0;4;0;0;26
hector-bellerin;Héctor Bellerín;523;7;28.00;5;71.43;6;24.00;1;4.00;1;0;0;0;0;0;5
hector-fort;Héctor Fort;356;11;44.00;0;0.00;3;12.00;3;12.00;2;0;0;0;0;0;7
iago-aspas;Iago Aspas;1260;18;72.00;9;50.00;13;52.00;4;16.00;2;1;1;8;1;0;21
zubeldia;Igor Zubeldia;1664;20;80.00;17;85.00;20;80.00;3;12.00;6;1;0;0;0;0;17
iker-almena;Iker Almena;46;2;8.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;1
iker-bachiller;Iker Bachiller;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
iker-benito;Iker Benito;35;2;8.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;2
iker-cordoba;Iker Córdoba;13;2;8.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
losada;Iker Losada;463;14;56.00;0;0.00;4;16.00;4;16.00;1;0;0;0;0;0;11
iker-munoz;Iker Muñoz;353;13;52.00;0;0.00;3;12.00;3;12.00;1;0;0;0;0;0;6
iker-alvarez;Iker Álvarez;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
ilaix;Moriba Kourouma Kourouma;1279;21;84.00;9;42.86;14;56.00;5;20.00;5;1;1;0;0;0;21
ilias-akhomach;Ilias Akhomach;587;11;44.00;0;0.00;7;28.00;7;28.00;1;0;0;1;0;0;7
ilias-kostis;Ilias Kostis;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
irvin-cardona;Irvin Cardona;601;16;64.00;0;0.00;5;20.00;5;20.00;1;0;0;1;0;0;5
isaac-romero;Isaac Romero;1571;20;83.33;7;35.00;19;79.17;12;50.00;8;0;0;3;1;0;27
isco;Francisco Román Alarcón Suárez;717;10;40.00;5;50.00;8;32.00;3;12.00;3;0;0;4;0;0;12
isi-2;Isi Palazón;1568;25;100.00;5;20.00;19;76.00;14;56.00;4;0;0;3;0;0;18
ismael-bekhoucha;Ismael Bekhoucha;1;1;4.00;0;0.00;0;0.00;0;0.00;1;0;0;0;0;0;0
israel-dominguez;Israel Domínguez;17;1;4.17;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
israel-mora;Israel Mora;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
balliu;Iván Balliu;734;17;68.00;6;35.29;7;28.00;1;4.00;2;0;0;0;0;0;8
cuellar;Iván Cuéllar;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
ivan-gil;Iván Gil;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
ivan-jaime;Iván Jaime;119;3;12.00;0;0.00;1;4.00;1;4.00;0;0;0;0;0;0;2
ivan-martin;Iván Martín;1505;21;84.00;9;42.86;18;72.00;9;36.00;1;0;0;1;0;0;23
i-sanchez;Iván Sánchez Aguayo;812;20;80.00;2;10.00;7;28.00;5;20.00;4;0;0;1;0;0;24
ivan-villar;Iván Villar;360;4;16.00;4;100.00;4;16.00;0;0.00;0;0;0;0;0;0;9
inaki-pena;Ignacio Peña Sotorres;1305;15;60.00;14;93.33;14;56.00;0;0.00;1;0;0;0;0;0;18
inaki-ruperez;Iñaki Rupérez;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
williams;Iñaki Williams;2011;24;96.00;16;66.67;23;92.00;7;28.00;0;0;0;5;1;0;19
inigo-arguibide;Iñigo Arguibide;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
i-martinez;Íñigo Martínez;1782;20;80.00;18;90.00;20;80.00;2;8.00;3;0;0;0;1;0;19
jackson-porozo;Jackson Porozo;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
jacobo-ramon;Jacobo Ramón;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
jailson;Jailson Marques Siqueira;458;8;32.00;3;37.50;5;20.00;2;8.00;0;0;0;0;0;1;11
mata;Jaime Mata;445;21;84.00;0;0.00;3;12.00;3;12.00;5;0;0;0;0;0;9
james-1;James Rodríguez;135;6;24.00;0;0.00;1;4.00;1;4.00;1;0;0;0;0;0;2
oblak;Jan Oblak;2160;24;96.00;24;100.00;24;96.00;0;0.00;0;0;0;0;0;0;16
jan-salas;Jan Salas;17;2;8.33;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;2
cillessen;Jasper Cillessen;2040;23;92.00;22;95.65;23;92.00;1;4.00;1;0;0;0;0;0;38
jastin-garcia;Antonino Jastin García López;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
domenech;Jaume Domènech;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
javi-galan;Javi Galán;1014;15;60.00;5;33.33;12;48.00;7;28.00;7;0;0;0;0;0;8
javier-guerra;Javi Guerra;1621;24;96.00;8;33.33;19;76.00;11;44.00;2;0;0;1;0;0;29
javi-hdez;Javi Hernández;1318;19;76.00;10;52.63;15;60.00;5;20.00;2;0;0;0;0;0;22
javi-llabres;Javi Llabrés;58;1;4.17;0;0.00;1;4.17;1;4.17;0;0;0;0;0;0;1
javi-lopez-4;Javi López;1275;19;76.00;7;36.84;13;52.00;6;24.00;2;0;0;0;0;0;18
javi-martinez-2;Javi Martínez;5;1;4.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;1
javi-munoz;Javi Muñoz;1801;25;100.00;14;56.00;19;76.00;5;20.00;3;0;0;0;0;0;36
puado;Javi Puado;1967;23;92.00;16;69.57;23;92.00;7;28.00;3;0;0;8;1;0;29
javier-rodriguez-1;Javi Rodríguez;1571;23;92.00;12;52.17;16;64.00;4;16.00;5;0;0;2;0;0;24
javier-serrano;Javi Serrano;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
javi-sanchez-1;Javi Sánchez de Felipe;1483;18;72.00;13;72.22;18;72.00;5;20.00;3;0;0;1;0;0;39
manquillo;Javier Manquillo;517;10;40.00;0;0.00;7;28.00;7;28.00;1;0;0;0;0;0;11
javier-marton;Javier Martón;50;3;12.00;0;0.00;0;0.00;0;0.00;1;0;0;0;0;0;0
areso;Jesús Areso;1952;23;92.00;17;73.91;22;88.00;5;20.00;5;0;0;0;0;0;26
j-navas;Jesús Navas;416;15;62.50;0;0.00;3;12.50;3;12.50;0;0;0;1;0;0;6
jesus-owono;Jesús Owono;396;5;20.00;4;80.00;4;16.00;0;0.00;0;0;0;0;0;0;6
jesus-rodriguez;Jesús Rodriguez;546;9;36.00;0;0.00;7;28.00;7;28.00;0;0;0;1;0;0;7
vallejo;Jesús Vallejo;10;1;4.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;2
j-vazquez-1;Jesús Vázquez;684;13;52.00;3;23.08;8;32.00;5;20.00;3;0;0;0;0;0;13
jhon-solis;Jhon Solís;409;13;52.00;1;7.69;2;8.00;1;4.00;2;0;0;1;0;0;12
jiri-letacek;Jirí Letácek;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
j-garcia;Joan García;2250;25;100.00;25;100.00;25;100.00;0;0.00;2;0;0;0;0;0;36
jordan;Joan Jordán;774;14;56.00;5;35.71;7;28.00;2;8.00;1;0;0;4;0;0;15
joaquin-panichelli;Joaquín Panichelli;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
casals;Joel Roca;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
j-carreras;Jofre Carreras;1564;24;96.00;3;12.50;19;76.00;16;64.00;5;0;0;2;0;0;29
j-mojica;Johan Mojica;1839;23;95.83;19;82.61;20;83.33;1;4.17;4;0;0;1;0;0;27
j-patrick;John Patrick;45;4;16.00;0;0.00;0;0.00;0;0.00;1;0;0;0;0;0;0
joao-cardoso;Johnny Cardoso;1363;18;72.00;13;72.22;15;60.00;2;8.00;4;0;0;0;0;0;19
jon-aramburu;Jon Aramburu;1709;22;88.00;14;63.64;20;80.00;6;24.00;7;0;0;0;0;0;16
jon-balda;Jon Balda;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
guridi;Jon Guridi;1444;23;92.00;5;21.74;18;72.00;13;52.00;4;0;0;2;0;0;21
jon-magunacelaya;Jon Magunazelaia;6;2;8.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
jon-martin;Jon Martín;224;5;20.00;0;0.00;0;0.00;0;0.00;1;0;0;0;0;0;3
moncayola;Jon Moncayola;1586;23;92.00;4;17.39;19;76.00;15;60.00;7;0;0;0;0;0;21
jon-ander-olasagasti;Jon Olasagasti;430;13;52.00;0;0.00;2;8.00;2;8.00;2;0;0;1;0;0;3
pacheco-3;Jon Pacheco;626;11;44.00;5;45.45;7;28.00;2;8.00;3;0;0;0;0;0;9
jonathan-bamba;Jonathan Bamba;814;12;48.00;4;33.33;10;40.00;6;24.00;1;0;0;0;0;0;20
jones-el-abdellaoui;Jones El Abdellaoui;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
joni-montiel;Joni Montiel;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
jorge-benito;Jorge Benito;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
herrando;Jorge Herrando;734;11;44.00;8;72.73;8;32.00;0;0.00;3;0;0;0;0;0;12
jorge-saenz;Jorge Sáenz;850;13;52.00;7;53.85;10;40.00;3;12.00;2;0;0;1;0;0;10
de-frutos-1;Jorge de Frutos;1770;25;100.00;6;24.00;21;84.00;15;60.00;2;1;0;4;0;0;20
aidoo-jr;Joseph Aidoo;246;4;16.00;2;50.00;3;12.00;1;4.00;0;0;0;0;0;0;9
jose-arnaiz;José Arnáiz;47;8;32.00;-1;-12.50;0;0.00;1;4.00;0;0;0;0;0;0;1
j-g-campana;José Campaña;766;15;60.00;0;0.00;10;40.00;10;40.00;3;0;0;0;0;0;11
gaya;José Gayà;902;12;48.00;7;58.33;11;44.00;4;16.00;2;0;0;0;0;0;16
gragera;José Gragera;569;10;40.00;2;20.00;7;28.00;5;20.00;0;0;0;0;0;0;12
j-m-gimenez;José Giménez;1450;19;76.00;14;73.68;15;60.00;1;4.00;4;0;0;0;0;1;9
jose-angel-carmona;José Ángel Carmona;1935;22;91.67;17;77.27;22;91.67;5;20.83;5;0;0;0;0;0;30
jose-angel-lopez;José Ángel López;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
joao-urbaez;João Urbáez;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
juan-bernat;Juan Bernat;344;12;48.00;1;8.33;3;12.00;2;8.00;0;0;0;0;0;0;4
j-berrocal;Juan Berrocal;704;11;44.00;4;36.36;7;28.00;3;12.00;4;1;1;0;0;0;7
juan-carlos-1;Juan Carlos Martín Corral;0;0;0.00;0;0.00;0;0.00;0;0.00;0;1;0;0;0;0;0
juan-cruz;Juan Cruz;1546;24;96.00;6;25.00;18;72.00;12;48.00;2;0;0;4;0;0;25
juan-cruz-1;Juan Cruz Álvaro Armada;980;16;64.00;3;18.75;13;52.00;10;40.00;2;0;0;0;0;0;12
foyth;Juan Foyth;541;8;32.00;5;62.50;6;24.00;1;4.00;2;0;0;0;0;0;4
juan-herzog;Juan Herzog;565;10;40.00;5;50.00;7;28.00;2;8.00;0;0;0;0;0;0;11
iglesias;Juan Iglesias;1964;25;100.00;20;80.00;21;84.00;1;4.00;3;0;0;0;0;0;19
juan-musso;Juan Musso;90;1;4.00;1;100.00;1;4.00;0;0.00;0;0;0;0;0;0;0
juan-soriano;Juan Soriano;540;6;24.00;6;100.00;6;24.00;0;0.00;1;1;0;0;0;1;7
juanlu-1;Juanlu Sánchez;929;19;79.17;2;10.53;10;41.67;8;33.33;2;1;1;4;0;0;19
juanmi;Juan Miguel Jiménez López;535;15;60.00;0;0.00;6;24.00;6;24.00;3;0;0;0;0;0;5
juan-latasa;Juanmi Latasa;620;17;68.00;3;17.65;5;20.00;2;8.00;4;1;0;0;0;0;20
juanpe-rl;Juan Pedro Ramírez López;598;8;32.00;6;75.00;7;28.00;1;4.00;2;0;0;0;0;0;13
juanpe-1;Juan Pedro Gil Bueno;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
jude-bellingham;Jude Bellingham;1634;20;80.00;12;60.00;20;80.00;8;32.00;3;1;0;7;1;0;20
julen-agirrezabala;Julen Agirrezabala;1207;14;56.00;13;92.86;14;56.00;1;4.00;1;1;0;0;0;0;9
julen-lartitegi;Julen Lartitegi;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
kounde;Jules Koundé;1980;25;100.00;19;76.00;22;88.00;3;12.00;2;0;0;2;0;0;23
julian-alvarez;Julián Álvarez;1676;25;100.00;7;28.00;20;80.00;13;52.00;4;0;0;9;0;0;11
julian-chicco;Julián Chicco;190;9;36.00;0;0.00;1;4.00;1;4.00;0;0;0;0;0;0;6
juma-bah;Abdulai Juma Bah;864;12;48.00;8;66.67;10;40.00;2;8.00;1;0;0;0;0;0;18
justin-smith;Justin Smith;209;5;20.00;0;0.00;3;12.00;3;12.00;0;0;0;0;0;0;2
karl-hein;Karl Hein;2250;25;100.00;25;100.00;25;100.00;0;0.00;0;0;0;0;0;0;59
kelechi-iheanacho;Kelechi Iheanacho;401;9;37.50;0;0.00;5;20.83;5;20.83;0;0;0;0;0;0;6
kenedy;Robert Kenedy Nunes do Nascimento;7;2;8.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;1
kike-barja;Kike Barja;209;8;32.00;0;0.00;3;12.00;3;12.00;2;0;0;0;0;0;1
kike-g;Kike García;1621;24;96.00;6;25.00;18;72.00;12;48.00;3;1;1;10;1;0;20
kike-1;Kike Pérez;1198;19;76.00;2;10.53;14;56.00;12;48.00;6;0;0;2;0;0;25
kike-salas;Kike Salas;1113;18;75.00;9;50.00;12;50.00;3;12.50;3;0;0;0;0;0;20
kiko-femenia;Kiko Femenía;1727;21;84.00;17;80.95;21;84.00;4;16.00;6;0;0;0;0;0;29
kim-min-su;Min-Su Kim;20;3;12.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
kirian;Kirian Rodríguez;1768;21;84.00;9;42.86;21;84.00;12;48.00;2;0;0;0;0;0;29
koke-5;Jorge Iglesias González;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
koke;Jorge Resurrección Merodio;1427;23;92.00;7;30.43;14;56.00;7;28.00;4;0;0;1;0;1;10
kylian-mbappe-lottin;Kylian Mbappé;2003;23;92.00;14;60.87;23;92.00;9;36.00;3;0;0;17;1;0;17
ladislav-krejci-ii;Ladislav Krejcí;1359;16;64.00;15;93.75;15;60.00;0;0.00;8;0;0;2;1;0;22
gonzalo-aguilar;Lalo Aguilar;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
lamine-yamal;Lamine Yamal Nasraoui Ebana;1792;22;88.00;10;45.45;20;80.00;10;40.00;2;0;0;5;2;0;17
leandro-antonetti;Leandro Antonetti;10;1;4.17;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
cabrera;Leandro Cabrera;1800;21;84.00;19;90.48;20;80.00;1;4.00;3;0;0;2;0;0;29
leo-1;Leo Román;450;5;20.83;5;100.00;5;20.83;0;0.00;0;0;0;0;0;0;7
llorenc-serred;Llorenç Serred;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
logan-costa;Logan Evans Costa;1512;19;76.00;15;78.95;17;68.00;2;8.00;1;0;0;2;1;0;25
lorenzo-aguado-herrera;Lorenzo Aguado Herrera;4;2;8.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
loic-bade;Loïc Badé;1640;19;79.17;18;94.74;18;75.00;0;0.00;5;0;0;1;0;0;27
luca-lohr;Luca Löhr;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
luca-de-la-torre;Luca de la Torre;4;1;4.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
lucas-alcazar-moreno;Lucas Alcázar;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
lucas-garcia;Lucas García Madrigal;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
l-ocampos;Lucas Ocampos;176;2;8.33;1;50.00;2;8.33;1;4.17;0;0;0;0;0;0;3
lucas-rosa;Lucas Oliveira Rosa;1890;21;84.00;21;100.00;21;84.00;0;0.00;6;0;0;0;0;0;45
torro;Lucas Torró;1940;23;92.00;16;69.57;23;92.00;7;28.00;8;0;0;3;0;0;29
lucas-v;Lucas Vázquez;1315;20;80.00;8;40.00;15;60.00;7;28.00;3;0;0;1;0;0;20
lucien-agoume;Lucien Agoumé;1136;22;91.67;6;27.27;13;54.17;7;29.17;4;1;0;0;0;0;22
l-milla;Luis Milla;1868;21;84.00;19;90.48;21;84.00;2;8.00;3;0;0;1;0;0;17
l-perez;Luis Pérez;2121;24;96.00;23;95.83;24;96.00;1;4.00;2;0;0;0;0;0;54
l-rioja;Luis Rioja;2010;25;100.00;12;48.00;23;92.00;11;44.00;3;0;0;5;0;0;33
luiz-junior-1;Luiz Lúcio Reis Júnior;557;7;28.00;6;85.71;6;24.00;0;0.00;0;0;0;0;0;0;7
modric;Luka Modric;1050;24;96.00;4;16.67;9;36.00;5;20.00;5;0;0;2;0;0;13
luka;Luka Romero;197;6;24.00;0;0.00;2;8.00;2;8.00;0;0;0;0;1;0;5
luka-sucic;Luka Sucic;1422;19;76.00;10;52.63;17;68.00;7;28.00;2;0;0;1;0;0;16
luken-beitia;Luken Beitia;7;1;4.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
m-sylla;Mamadou Sylla;1032;18;72.00;4;22.22;12;48.00;8;32.00;2;0;0;3;1;0;28
manu-bueno;Manu Bueno;96;4;16.67;0;0.00;1;4.17;1;4.17;0;0;0;1;0;0;1
manu-fuster;Manu Fuster;677;19;76.00;0;0.00;6;24.00;6;24.00;1;0;0;2;0;0;16
manu-gonzalez;Manuel González Pallarés;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
morlanes;Manu Morlanes;1034;16;66.67;4;25.00;12;50.00;8;33.33;5;0;0;0;0;0;12
m-sanchez;Manu Sánchez;1608;21;84.00;13;61.90;18;72.00;5;20.00;6;0;0;0;0;0;30
marash-kumbulla;Marash Kumbulla;1914;23;92.00;19;82.61;22;88.00;3;12.00;7;0;0;2;0;0;30
bartra;Marc Bartra;1198;14;56.00;10;71.43;13;52.00;3;12.00;1;0;0;2;0;0;18
marc-bernal;Marc Bernal;243;3;12.00;1;33.33;3;12.00;2;8.00;2;0;0;0;0;0;3
marc;Marc Cardona;84;7;28.00;0;0.00;0;0.00;0;0.00;1;0;0;0;0;0;4
marc-casado;Marc Casadó;1459;21;84.00;10;47.62;18;72.00;8;32.00;2;1;1;0;0;0;13
marc-domenech;Marc Domenech;115;3;12.50;0;0.00;2;8.33;2;8.33;0;0;0;0;0;0;1
marc-roca;Marc Roca;909;14;56.00;5;35.71;11;44.00;6;24.00;4;0;0;2;0;0;10
marc-vidal;Marc Vidal;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
ter-stegen;Marc-André ter Stegen;495;6;24.00;5;83.33;6;24.00;1;4.00;0;0;0;0;0;0;5
marco-de-las-sias;Marco de Las Sias;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
marcos-alonso;Marcos Alonso;1619;19;76.00;16;84.21;17;68.00;1;4.00;7;1;1;0;0;0;22
marcos-andre;Marcos André de Sousa Mendonça;1017;17;68.00;2;11.76;12;48.00;10;40.00;5;0;0;1;0;0;28
m-llorente;Marcos Llorente;1400;20;80.00;11;55.00;16;64.00;5;20.00;0;1;0;2;0;0;11
marcao;Marcos do Nascimento Teixeira;461;11;45.83;3;27.27;5;20.83;2;8.33;3;1;1;0;0;0;13
mario-maroto;Mario Maroto;18;1;4.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;1
mario-martin;Mario Martín;1326;21;84.00;8;38.10;15;60.00;7;28.00;4;2;1;0;0;0;37
dmitrovic;Marko Dmitrovic;1710;19;76.00;19;100.00;19;76.00;0;0.00;0;0;0;0;0;0;31
maroan-sannadi;Maroan Sannadi;167;3;12.00;0;0.00;2;8.00;2;8.00;0;0;0;1;0;0;2
martin-cuellar;Martin Cuellar;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
valjent;Martin Valjent;1685;19;79.17;17;89.47;19;79.17;2;8.33;4;0;0;0;0;0;25
martin-conde;Martín Conde;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
martin-tejon;Martín Tejón;45;4;16.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;1
zubimendi;Martín Zubimendi;2075;24;96.00;22;91.67;23;92.00;1;4.00;4;0;0;1;1;0;21
marvin-1;Marvin Park;547;11;44.00;2;18.18;6;24.00;4;16.00;3;0;0;0;0;0;9
mateo-flores;Mateo Flores;139;5;20.00;0;0.00;1;4.00;1;4.00;1;0;0;0;0;0;3
mateo-mejia;Mateo Mejía;10;1;4.17;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
mateu-morey;Mateu Morey;382;8;33.33;1;12.50;4;16.67;3;12.50;1;0;0;0;0;0;9
matija-nastasic;Matija Nastasic;1659;20;80.00;17;85.00;18;72.00;1;4.00;2;0;0;1;1;0;32
