ID;Jugador;MJ;PJ;%PJ;PC;%PC;PT;%PT;PS;%PS;TA;TR;SA;G;PR;GPP;GE
joao-cardoso;Johnny Cardoso;46;2;66.67;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;2
jon-aramburu;Jon Aramburu;81;3;75.00;0;0.00;1;25.00;1;25.00;1;0;0;0;0;0;1
guridi;Jon Guridi;253;4;100.00;1;25.00;3;75.00;2;50.00;1;0;0;0;0;0;2
jon-magunacelaya;Jon Magunazelaia;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
jon-martin;Jon Martín;90;2;50.00;0;0.00;0;0.00;0;0.00;1;0;0;0;0;0;1
moncayola;Jon Moncayola;282;4;100.00;1;25.00;3;75.00;2;50.00;1;0;0;0;0;0;4
jon-ander-olasagasti;Jon Olasagasti;33;2;50.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
pacheco-3;Jon Pacheco;315;4;100.00;3;75.00;4;100.00;1;25.00;1;0;0;0;0;0;3
jonathan-bamba;Jonathan Bamba;160;3;75.00;1;33.33;2;50.00;1;25.00;1;0;0;0;0;0;5
herrando;Jorge Herrando;270;3;75.00;3;100.00;3;75.00;0;0.00;1;0;0;0;0;0;5
jorge-saenz;Jorge Sáenz;180;2;50.00;2;100.00;2;50.00;0;0.00;1;0;0;0;0;0;1
de-frutos-1;Jorge de Frutos;265;4;100.00;0;0.00;4;100.00;4;100.00;0;0;0;1;0;0;2
aidoo-jr;Joseph Aidoo;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
jose-arnaiz;José Arnáiz;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
j-g-campana;José Ángel Gómez Campaña;145;2;50.00;0;0.00;2;50.00;2;50.00;0;0;0;0;0;0;2
j-m-gimenez;José Giménez;225;3;75.00;2;66.67;2;50.00;0;0.00;0;0;0;0;0;0;0
gragera;José Gragera;272;4;100.00;0;0.00;4;100.00;4;100.00;0;0;0;0;0;0;3
jose-angel-carmona;José Ángel Carmona;352;4;100.00;3;75.00;4;100.00;1;25.00;1;0;0;0;0;0;6
joao-urbaez;João Urbáez;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
juan-bernat;Juan Bernat;13;1;25.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
j-berrocal;Juan Berrocal;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
juan-carlos-1;Juan Carlos Martín Corral;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
juan-cruz;Juan Cruz;202;4;100.00;0;0.00;2;50.00;2;50.00;0;0;0;2;0;0;1
juan-cruz-1;Juan Cruz Álvaro Armada;120;2;50.00;1;50.00;1;25.00;0;0.00;1;0;0;0;0;0;4
juan-herzog;Juan Herzog;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
iglesias;Juan Iglesias;270;3;100.00;3;100.00;3;100.00;0;0.00;1;0;0;0;0;0;1
juan-musso;Juan Musso;90;1;25.00;1;100.00;1;25.00;0;0.00;0;0;0;0;0;0;0
juan-soriano;Juan Soriano;360;4;100.00;4;100.00;4;100.00;0;0.00;1;0;0;0;0;1;3
juanlu-1;Juanlu Sánchez;246;4;100.00;0;0.00;3;75.00;3;75.00;1;0;0;1;0;0;4
juanmi;Juan Miguel Jiménez López;129;3;100.00;0;0.00;2;66.67;2;66.67;1;0;0;0;0;0;0
juan-latasa;Juanmi Latasa;63;2;50.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;4
juanpe-rl;Juan Pedro Ramírez López;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
jude-bellingham;Jude Bellingham;88;1;25.00;0;0.00;1;25.00;1;25.00;0;0;0;0;0;0;1
julen-agirrezabala;Julen Agirrezabala;180;2;50.00;2;100.00;2;50.00;0;0.00;0;0;0;0;0;0;1
julen-lartitegi;Julen Lartitegi;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
kounde;Jules Koundé;360;4;100.00;4;100.00;4;100.00;0;0.00;1;0;0;1;0;0;3
julian-alvarez;Julián Álvarez;208;4;100.00;0;0.00;3;75.00;3;75.00;0;0;0;0;0;0;0
julian-chicco;Julián Chicco;88;2;50.00;0;0.00;1;25.00;1;25.00;0;0;0;0;0;0;1
karl-hein;Karl Hein;360;4;100.00;4;100.00;4;100.00;0;0.00;0;0;0;0;0;0;10
kelechi-iheanacho;Kelechi Iheanacho;75;2;50.00;0;0.00;1;25.00;1;25.00;0;0;0;0;0;0;1
kike-g;Kike García;248;4;100.00;0;0.00;3;75.00;3;75.00;0;0;0;1;0;0;1
kike-1;Kike Pérez;317;4;100.00;0;0.00;4;100.00;4;100.00;1;0;0;0;0;0;8
kike-salas;Kike Salas;84;2;50.00;0;0.00;1;25.00;1;25.00;0;0;0;0;0;0;1
kiko-femenia;Kiko Femenía;360;4;100.00;4;100.00;4;100.00;0;0.00;2;0;0;0;0;0;7
kirian;Kirian Rodríguez;335;4;100.00;1;25.00;4;100.00;3;75.00;1;0;0;0;0;0;6
koke-5;Jorge Iglesias González;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
koke;Jorge Resurrección Merodio;273;4;100.00;1;25.00;3;75.00;2;50.00;1;0;0;1;0;1;2
kylian-mbappe-lottin;Kylian Mbappé;350;4;100.00;2;50.00;4;100.00;2;50.00;0;0;0;2;0;0;2
ladislav-krejci-ii;Ladislav Krejcí;9;1;25.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
gonzalo-aguilar;Lalo Aguilar;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
lamine-yamal;Lamine Yamal Nasraoui Ebana;354;4;100.00;1;25.00;4;100.00;3;75.00;0;0;0;1;0;0;3
cabrera;Leandro Cabrera;180;2;50.00;2;100.00;2;50.00;0;0.00;0;0;0;0;0;0;2
leo-1;Leo Román;90;1;25.00;1;100.00;1;25.00;0;0.00;0;0;0;0;0;0;0
logan-costa;Logan Evans Costa;122;2;50.00;1;50.00;1;25.00;0;0.00;0;0;0;0;0;0;2
loic-bade;Loïc Badé;270;3;75.00;3;100.00;3;75.00;0;0.00;1;0;0;0;0;0;4
lucas-alcazar-moreno;Lucas Alcázar;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
l-ocampos;Lucas Ocampos;176;2;50.00;1;50.00;2;50.00;1;25.00;0;0;0;0;0;0;3
lucas-rosa;Lucas Oliveira Rosa;360;4;100.00;4;100.00;4;100.00;0;0.00;1;0;0;0;0;0;10
torro;Lucas Torró;355;4;100.00;3;75.00;4;100.00;1;25.00;1;0;0;0;0;0;6
lucas-v;Lucas Vázquez;79;2;50.00;0;0.00;1;25.00;1;25.00;0;0;0;0;0;0;1
lucien-agoume;Lucien Agoumé;263;4;100.00;2;50.00;3;75.00;1;25.00;1;0;0;0;0;0;6
l-milla;Luis Milla;270;3;100.00;3;100.00;3;100.00;0;0.00;0;0;0;0;0;0;1
l-perez;Luis Pérez;360;4;100.00;4;100.00;4;100.00;0;0.00;0;0;0;0;0;0;10
l-rioja;Luis Rioja;223;4;100.00;1;25.00;2;50.00;1;25.00;0;0;0;0;0;0;3
luiz-junior-1;Luiz Lúcio Reis Júnior;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
modric;Luka Modric;118;4;100.00;0;0.00;1;25.00;1;25.00;0;0;0;0;0;0;1
luka;Luka Romero;95;3;75.00;0;0.00;1;25.00;1;25.00;0;0;0;0;1;0;0
luka-sucic;Luka Sucic;7;1;25.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;1
m-sylla;Mamadou Sylla;170;3;75.00;1;33.33;2;50.00;1;25.00;0;0;0;0;0;0;2
manu-fuster;Manu Fuster;78;4;100.00;0;0.00;1;25.00;1;25.00;0;0;0;0;0;0;1
manu-gonzalez;Manu González;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
morlanes;Manu Morlanes;203;4;100.00;0;0.00;2;50.00;2;50.00;1;0;0;0;0;0;0
m-sanchez;Manu Sánchez;207;3;75.00;2;66.67;2;50.00;0;0.00;1;0;0;0;0;0;0
marash-kumbulla;Marash Kumbulla;245;3;75.00;2;66.67;3;75.00;1;25.00;3;0;0;0;0;0;2
bartra;Marc Bartra;176;2;66.67;1;50.00;2;66.67;1;33.33;0;0;0;1;0;0;1
marc-bernal;Marc Bernal;243;3;75.00;1;33.33;3;75.00;2;50.00;2;0;0;0;0;0;3
marc;Marc Cardona;16;2;50.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;1
marc-casado;Marc Casadó;151;2;50.00;1;50.00;2;50.00;1;25.00;0;0;0;0;0;0;1
marc-domenech;Marc Domenech;70;2;50.00;0;0.00;1;25.00;1;25.00;0;0;0;0;0;0;0
marc-roca;Marc Roca;257;3;100.00;2;66.67;3;100.00;1;33.33;1;0;0;0;0;0;3
marc-vidal;Marc Vidal;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
ter-stegen;Marc-André ter Stegen;360;4;100.00;4;100.00;4;100.00;0;0.00;0;0;0;0;0;0;3
marco-de-las-sias;Marco de Las Sias;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
marcos-andre;Marcos André de Sousa Mendonça;136;3;75.00;0;0.00;2;50.00;2;50.00;1;0;0;0;0;0;4
m-llorente;Marcos Llorente;315;4;100.00;3;75.00;3;75.00;0;0.00;0;0;0;2;0;0;2
marcao;Marcos do Nascimento Teixeira;123;3;75.00;1;33.33;1;25.00;0;0.00;0;0;0;0;0;0;3
mario-martin;Mario Martín;47;2;50.00;0;0.00;0;0.00;0;0.00;1;0;0;0;0;0;6
dmitrovic;Marko Dmitrovic;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
valjent;Martin Valjent;360;4;100.00;4;100.00;4;100.00;0;0.00;0;0;0;0;0;0;2
martin-tejon;Martín Tejón;34;3;75.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
zubimendi;Martín Zubimendi;315;4;100.00;3;75.00;3;75.00;0;0.00;0;0;0;1;0;0;4
marvin-1;Marvin Olawale Akinlabi Park;276;4;100.00;1;25.00;3;75.00;2;50.00;0;0;0;0;0;0;5
mateu-morey;Mateu Morey;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
matias-arbol;Matías Árbol;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
m-arambarri;Mauro Arambarri;72;3;100.00;0;0.00;1;33.33;1;33.33;0;0;0;0;0;0;1
miguel-3;Miguel Gutiérrez;360;4;100.00;4;100.00;4;100.00;0;0.00;0;0;0;0;0;0;4
miguel-2;Miguel de la Fuente;283;4;100.00;1;25.00;3;75.00;2;50.00;1;0;0;0;0;0;1
m-morro;Miguel Ángel Morro;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
mika-marmol;Mika Mármol;360;4;100.00;4;100.00;4;100.00;0;0.00;1;0;0;0;0;0;7
mikel-jauregizar;Mikel Jauregizar;143;3;75.00;1;33.33;1;25.00;0;0.00;1;0;0;0;0;0;2
oyarzabal;Mikel Oyarzabal;179;3;75.00;1;33.33;3;75.00;2;50.00;1;1;0;0;0;0;1
vesga;Mikel Vesga;166;4;100.00;0;0.00;2;50.00;2;50.00;0;0;0;0;0;0;2
moi-gomez;Moi Gómez;171;4;100.00;1;25.00;2;50.00;1;25.00;0;0;0;0;0;1;6
moussa-diarra-1;Moussa Diarra;155;3;75.00;1;33.33;2;50.00;1;25.00;0;0;0;0;0;0;3
munir;Munir El Haddadi;64;2;50.00;0;0.00;1;25.00;1;25.00;0;0;0;0;0;0;1
nabil-aberdin;Nabil Aberdin;223;3;100.00;1;33.33;3;100.00;2;66.67;0;0;0;0;0;0;1
fekir;Nabil Fekir;180;2;66.67;2;100.00;2;66.67;0;0.00;0;0;0;0;0;0;1
nacho-vidal;Nacho Vidal;100;2;50.00;1;50.00;1;25.00;0;0.00;0;0;0;0;0;0;4
naci-unuvar;Naci Ünüvar;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
nahuel-molina;Nahuel Molina;81;2;50.00;0;0.00;1;25.00;1;25.00;0;0;0;0;0;0;0
nahuel-tenaglia;Nahuel Tenaglia;270;3;75.00;3;100.00;3;75.00;0;0.00;0;0;0;0;0;0;2
natan;Natan Bernardo de Souza;94;2;66.67;1;50.00;1;33.33;0;0.00;0;0;0;0;0;0;2
gudelj;Nemanja Gudelj;160;2;50.00;1;50.00;2;50.00;1;25.00;0;0;0;0;0;0;2
nicolas-serrano;Nico Serrano;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
williams-jr;Nicholas Williams Arthuer;230;4;100.00;2;50.00;2;50.00;0;0.00;1;0;0;0;0;0;3
nicolas-pepe;Nicolas Pépé;116;3;75.00;0;0.00;1;25.00;1;25.00;1;0;0;0;0;0;2
oier-gastesi;Oier Gastesi;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
o-sancet-1;Oihan Sancet;304;4;100.00;1;25.00;4;100.00;3;75.00;1;0;0;2;0;0;2
oliver-mcburnie;Oliver McBurnie;345;4;100.00;2;50.00;4;100.00;2;50.00;0;0;0;0;0;0;7
omar-alderete;Omar Alderete;270;3;100.00;3;100.00;3;100.00;0;0.00;0;0;0;0;0;0;1
omar-1;Omar El Hilali;357;4;100.00;3;75.00;4;100.00;1;25.00;1;0;0;0;0;0;3
mascarell;Omar Mascarell;174;4;100.00;0;0.00;2;50.00;2;50.00;1;0;0;0;0;0;2
omar-sadik;Omar Sadik;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
oriol-romeu;Oriol Romeu;241;4;100.00;1;25.00;3;75.00;2;50.00;1;0;0;0;0;0;3
orri-oskarsson;Orri Óskarsson;24;1;25.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
pablo-barrios-rivas;Pablo Barrios;315;4;100.00;3;75.00;3;75.00;0;0.00;1;0;0;0;0;0;2
pablo-duran;Pablo Durán;3;1;25.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
p-fornals;Pablo Fornals;218;3;100.00;0;0.00;3;100.00;3;100.00;0;0;0;0;0;0;2
pablo-ibanez;Pablo Ibáñez;40;3;75.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;2
maffeo;Pablo Maffeo;303;4;100.00;3;75.00;4;100.00;1;25.00;1;0;0;0;0;0;2
pablo-marin;Pablo Marín;13;2;50.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
pablo-rivera;Pablo Rivera;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
pablo-torre;Pablo Torre;7;1;25.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
pape-alassane-gueye;Pape Gueye;195;4;100.00;2;50.00;2;50.00;0;0.00;1;1;1;0;0;0;3
pathe-ciss;Pathé Ciss;138;4;100.00;0;0.00;1;25.00;1;25.00;2;0;0;0;0;0;4
pau-cabanes-de-la-torre;Pau Cabanes De La Torre;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
pau-cubarsi;Pau Cubarsí;305;4;100.00;2;50.00;4;100.00;2;50.00;2;0;0;0;0;0;3
pau-lopez;Pau López;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
pau-navarro;Pau Navarro;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
pau-victor;Pau Víctor;6;3;75.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
paulo-gazzaniga;Paulo Gazzaniga;360;4;100.00;4;100.00;4;100.00;0;0.00;1;0;0;0;0;0;4
pedri;Pedro González López;266;4;100.00;1;25.00;3;75.00;2;50.00;0;0;0;1;0;0;2
pedro-diaz;Pedro Díaz;5;1;25.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
pelayo-fernandez;Pelayo Fernández;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
chavarria-1;Pep Chavarría;92;3;75.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;3
pepelu;José Luis García Vayá;352;4;100.00;3;75.00;4;100.00;1;25.00;2;0;0;0;0;0;7
peque-1;Gerard Fernández Castellano;32;2;50.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;1
pere-milla;Pere Milla;60;2;50.00;0;0.00;1;25.00;1;25.00;0;0;0;0;0;0;1
peter;Peter Federico González Carmona;73;3;100.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
pol-lozano;Pol Lozano;81;2;50.00;0;0.00;1;25.00;1;25.00;0;0;0;0;0;0;1
portu;Cristian Portugués Manzanera;108;4;100.00;0;0.00;1;25.00;1;25.00;0;0;0;0;0;0;2
rafa-mir;Rafa Mir;241;4;100.00;0;0.00;3;75.00;3;75.00;1;0;0;0;0;0;6
rafael-bauza;Rafael Bauza;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
r-terrats;Ramon Terrats;22;2;50.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
nteka;Randy Nteka;179;4;100.00;0;0.00;2;50.00;2;50.00;1;0;0;0;0;0;2
raphinha;Raphael Dias Belloli;360;4;100.00;4;100.00;4;100.00;0;0.00;0;0;0;3;1;0;3
r-albiol;Raúl Albiol;275;4;100.00;3;75.00;3;75.00;0;0.00;1;0;0;0;0;0;6
raul-chasco;Raúl Chasco;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
raul-4;Raúl García;57;4;100.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;2
raul-jimenez-1;Raúl Jiménez;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
raul-moro;Raúl Moro;291;4;100.00;1;25.00;3;75.00;2;50.00;0;0;0;1;0;0;9
r-d-t;Raúl de Tomás;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
reinildo;Reinildo Isnard Mandava;183;4;100.00;1;25.00;2;50.00;1;25.00;0;0;0;0;0;0;2
tapia-1;Renato Tapia;80;4;100.00;0;0.00;1;25.00;1;25.00;0;0;0;0;0;0;2
ricardo-rodriguez-1;Ricardo Rodríguez;45;1;33.33;0;0.00;1;33.33;1;33.33;0;0;0;0;0;0;0
robert-lewandowski;Robert Lewandowski;343;4;100.00;3;75.00;4;100.00;1;25.00;1;0;0;4;0;0;3
navarro-2;Robert Navarro;28;1;25.00;0;0.00;0;0.00;0;0.00;1;0;0;0;0;0;0
lopez-alcaide;Roberto López;26;2;50.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
le-normand;Robin Le Normand;360;4;100.00;4;100.00;4;100.00;0;0.00;1;0;0;0;0;0;2
rodri-3;Rodrigo Sánchez Rodríguez;117;3;100.00;0;0.00;1;33.33;1;33.33;0;0;0;0;0;0;2
rodrigo-abajas;Rodrigo Abajas;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
de-paul;Rodrigo De Paul;167;4;100.00;0;0.00;2;50.00;2;50.00;1;0;0;0;0;0;0
riquelme;Rodrigo Riquelme;168;3;75.00;1;33.33;2;50.00;1;25.00;0;0;0;0;0;0;0
rodrygo;Rodrygo Silva de Goes;293;4;100.00;1;25.00;3;75.00;2;50.00;0;0;0;1;0;0;1
romain-perraud;Romain Perraud;225;3;100.00;2;66.67;2;66.67;0;0.00;2;0;0;0;0;0;3
ruben-garcia;Rubén García;257;4;100.00;0;0.00;3;75.00;3;75.00;1;0;0;1;0;0;3
r-pena;Rubén Peña;39;2;50.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;1
rui-silva;Rui Tiago Dantas da Silva;270;3;100.00;3;100.00;3;100.00;0;0.00;0;0;0;0;0;0;3
sanchez-1;Salvi Sánchez;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
samuel-lino;Samuel Dias Lino;273;4;100.00;1;25.00;4;100.00;3;75.00;1;0;0;0;0;0;2
samu-3;Samuel de Almeida Costa;360;4;100.00;4;100.00;4;100.00;0;0.00;0;0;0;0;0;0;2
sandro;Sandro Ramírez;222;4;100.00;1;25.00;2;50.00;1;25.00;0;0;0;2;0;0;4
santi-c-v;Santi Comesaña;343;4;100.00;3;75.00;4;100.00;1;25.00;1;0;0;0;0;0;7
santiago-mourino;Santiago Mouriño;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
saul-1;Saúl Ñíguez;179;2;50.00;2;100.00;2;50.00;0;0.00;0;1;0;0;0;0;2
scott-mckenna;Scott McKenna;291;4;100.00;3;75.00;3;75.00;0;0.00;0;0;0;0;0;0;5
selim-amallah;Selim Amallah;246;4;100.00;0;0.00;3;75.00;3;75.00;0;0;0;0;0;0;5
sergi-altimira;Sergi Altimira;13;1;33.33;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
sergi-canos;Sergi Canós;8;1;25.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
sergi-cardona;Sergi Cardona;360;4;100.00;4;100.00;4;100.00;0;0.00;0;0;0;1;0;0;7
s-darder;Sergi Darder;257;4;100.00;0;0.00;3;75.00;3;75.00;0;0;0;0;0;0;2
sergi-dominguez;Sergi Domínguez;29;1;25.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
s-gomez;Sergi Gómez;116;3;75.00;1;33.33;1;25.00;0;0.00;0;0;0;0;0;0;1
camello;Sergio Camello;171;4;100.00;0;0.00;2;50.00;2;50.00;0;0;0;1;0;0;3
s-carreira;Sergio Carreira;103;2;50.00;0;0.00;1;25.00;1;25.00;0;0;0;0;0;0;1
sergio-g;Sergio González;360;4;100.00;4;100.00;4;100.00;0;0.00;1;0;0;0;0;0;3
sergio-gomez;Sergio Gómez;283;4;100.00;2;50.00;3;75.00;1;25.00;0;0;0;0;0;0;3
s-herrera;Sergio Herrera;360;4;100.00;4;100.00;4;100.00;0;0.00;1;0;0;0;0;0;7
seydouba-cisse;Seydouba Cissé;254;4;100.00;0;0.00;3;75.00;3;75.00;0;0;0;0;0;0;0
sheraldo-becker;Sheraldo Becker;272;4;100.00;1;25.00;3;75.00;2;50.00;0;0;0;0;0;0;3
siebe-van-der-heyden;Siebe Van der Heyden;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
stanis-idumbo-muzambo;Stanis Idumbo Muzambo;8;1;25.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
stanko-juric;Stanko Juric;279;4;100.00;2;50.00;3;75.00;1;25.00;1;0;0;0;0;0;8
stipe-biuk;Stipe Biuk;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
stoichkov;Juan Diego Molina Martínez;198;4;100.00;0;0.00;2;50.00;2;50.00;1;0;0;0;0;0;1
dimitrievski;Stole Dimitrievski;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
take;Takefusa Kubo;242;4;100.00;1;25.00;3;75.00;2;50.00;1;0;0;1;0;0;3
takuma-asano;Takuma Asano;231;4;100.00;0;0.00;3;75.00;3;75.00;0;0;0;0;0;0;2
nianzou-kouassi;Tanguy Nianzou;90;1;25.00;1;100.00;1;25.00;0;0.00;0;0;0;0;0;1;2
tasos-douvikas;Tasos Douvikas;186;4;100.00;0;0.00;2;50.00;2;50.00;0;0;0;0;0;0;3
courtois;Thibaut Courtois;360;4;100.00;4;100.00;4;100.00;0;0.00;0;0;0;0;0;0;2
thierno-barry-1;Thierno Barry;146;3;75.00;1;33.33;1;25.00;0;0.00;0;0;0;1;1;0;2
thierry-r;Thierry Rendall Correia;258;4;100.00;2;50.00;3;75.00;1;25.00;0;0;0;0;0;0;6
tomas-conechny;Tomás Conechny;193;3;75.00;0;0.00;3;75.00;3;75.00;2;0;0;0;0;0;1
lato;Antonio Latorre Grueso;72;1;25.00;0;0.00;1;25.00;1;25.00;0;0;0;0;0;0;0
t-martinez;Toni Martínez;46;2;50.00;0;0.00;0;0.00;0;0.00;0;0;0;2;0;0;0
toni-villa;Laureano Antonio Villa Suárez;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
sadiq;Umar Sadiq;113;3;75.00;0;0.00;1;25.00;1;25.00;0;0;0;0;0;0;1
unai-egiluz;Unai Egiluz;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
unai-garcia;Unai García;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
unai-gomez;Unai Gómez;89;4;100.00;0;0.00;0;0.00;0;0.00;1;0;0;0;0;0;3
unai-lopez;Unai López;192;4;100.00;0;0.00;3;75.00;3;75.00;1;0;0;1;0;0;1
marrero;Unai Marrero;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
nunez-2;Unai Núñez;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
gonzalez-de-zarate;Urko González;45;1;25.00;0;0.00;1;25.00;1;25.00;1;0;0;0;0;0;0
valentin-rosier;Valentin Rosier;303;4;100.00;3;75.00;3;75.00;0;0.00;1;0;0;0;0;0;2
valentin-barco;Valentín Barco;90;1;25.00;1;100.00;1;25.00;0;0.00;0;0;0;0;0;0;2
valentin-pezzolesi;Valentín Pezzolesi;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
vedat-muriqi;Vedat Muriqi;352;4;100.00;3;75.00;4;100.00;1;25.00;0;0;0;1;0;0;2
guaita;Vicente Guaita;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
viktor-tsygankov;Viktor Tsyhankov;194;3;75.00;0;0.00;3;75.00;3;75.00;0;0;0;1;0;0;2
vini-jr;Vinícius José Paixão de Oliveira Júnior;349;4;100.00;1;25.00;4;100.00;3;75.00;1;0;0;1;1;0;2
viti;Viti Rozada;109;4;100.00;0;0.00;1;25.00;1;25.00;1;0;0;0;0;0;3
vitor-roque;Vitor Hugo Roque Ferreira;33;1;33.33;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;2
v-meseguer;Víctor Meseguer;110;4;100.00;0;0.00;1;25.00;1;25.00;0;0;0;0;0;0;1
victor-puig;Víctor Puig;0;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
walid-cheddira;Walid Cheddira;45;2;50.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
william-2;William Silva de Carvalho;224;3;100.00;1;33.33;3;100.00;2;66.67;0;0;0;0;0;0;1
williot-swedberg;Williot Swedberg;175;4;100.00;0;0.00;2;50.00;2;50.00;1;0;0;1;0;0;4
willy-kambwala;Willy Kambwala;90;1;25.00;1;100.00;1;25.00;0;0.00;0;0;0;0;0;0;1
herrera-1;Yangel Herrera;269;4;100.00;1;25.00;4;100.00;3;75.00;0;0;0;0;0;0;4
yarek-gasiorowski;Yarek Gasiorowski;180;2;50.00;2;100.00;2;50.00;0;0.00;0;0;0;0;0;0;5
jesus-santiago;Jesús Santiago Pérez;36;3;100.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0
yeray-2;Yeray Álvarez;360;4;100.00;4;100.00;4;100.00;0;0.00;2;0;0;0;0;0;4
yeremy;Yeremy Pino;215;4;100.00;0;0.00;3;75.00;3;75.00;2;0;0;0;0;0;5
